PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
946,125.0956877,125.095362,125.0959222,646.5248687,646.2066752,647.0223183,16,5,4,1,6,0,NA,NA,NA,53570.5191,NA,63731.98871,58409.64629,NA,48573.31368,58500.34282,NA,NA,60419.36971,NA,NA,82722.13175,94425.79091,44333.31886,NA,NA,72042.34444,71408.9376,NA,82099.55183,75894.41455,NA,NA,47279.14071,NA,45100.60884,NA,NA,NA,NA,NA
947,168.011143,168.0107332,168.0117921,645.2804859,645.0005498,645.6860509,19,7,5,1,6,0,20425.14484,NA,11493.57706,NA,12263.068,24355.22467,4834.196571,NA,24717.264,24895.0416,12468.83842,NA,22915.93878,NA,NA,NA,NA,5634.144,16783.51941,25312.65967,17826.24083,NA,9986.5155,NA,14604.8139,13789.0896,16686.39579,NA,13867.64076,NA,NA,NA,NA,NA,NA
948,171.1010741,171.0782986,171.1017572,646.3769014,641.4260422,646.9963497,18,4,4,2,6,0,2215.6992,NA,NA,50289.016,NA,67072.9488,58220.48883,NA,NA,NA,NA,87738.588,56683.39819,NA,NA,74892.56818,NA,NA,3221.7445,NA,75425.19536,76162.34091,NA,74834.43357,NA,63241.76819,NA,53706.956,62354.09,NA,NA,NA,NA,NA,NA
949,265.0703192,265.0696877,265.0863144,645.5765653,636.2872513,646.1282945,37,10,10,4,5,0,663925.7227,348181.6877,494038.7824,227728.339,177275.7697,186541.2769,125817.5078,272612.7689,164771.925,123385.2048,203309.6268,579092.857,144769.9743,291137.4039,274938.7409,259238.8591,77814.68478,444300.4045,650928.0545,210360.8455,85330.41873,NA,62674.58971,217227.7784,51608.29743,NA,26804.57083,NA,NA,NA,NA,NA,NA,NA,NA
950,319.0743758,319.0574547,319.0840176,646.2837888,640.1247491,655.2544058,12,2,4,3,3,0,NA,NA,NA,NA,NA,NA,854.568,NA,NA,1285.128,NA,NA,NA,1227.073333,929.521,NA,1004.2032,NA,NA,2235.6048,NA,NA,NA,NA,NA,1407.12,1043.1,NA,NA,1977.189143,NA,NA,NA,NA,NA
951,348.7220462,348.7213412,348.7229767,645.4821614,644.8662879,650.7847798,35,10,9,4,9,0,72446.088,50699.01257,50370.19048,75963.98182,59623.21905,49433.98495,42683.05718,154754.9624,111235.504,73254.94713,41646.52376,41841.48168,31589.48689,NA,78055.45806,40479.0672,26844.4176,67980.83595,19931.841,51464.79933,44367.90154,40177.0512,57391.9632,36236.89217,31425.72863,NA,55277.99822,55007.4513,37099.84539,38161.13182,NA,NA,NA,NA,NA
952,342.2402438,342.2384869,342.2424514,647.0122836,646.4068336,647.7077177,16,3,3,2,8,0,NA,5087.513333,4741.30125,NA,NA,NA,NA,NA,NA,8435.036667,NA,NA,NA,NA,NA,6421.667556,NA,NA,7356.8352,5524.153714,NA,NA,5497.53,6793.18875,4344.188571,3494.484,8765.9185,4116.682286,9619.146,3389.114,NA,NA,NA,NA,NA
953,392.667224,392.6659241,392.6681834,645.9144467,645.4910952,646.9900029,3,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.767429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,411.2556023,411.2468381,411.2581178,645.363688,644.9370615,647.7533081,19,3,8,1,4,0,2736.411,NA,2871.2112,NA,1500.4704,NA,NA,NA,NA,NA,NA,3014.048571,3211.094571,5462.724889,5653.621714,NA,3737.085,6005.502,4024.263,8292.965667,NA,NA,3544.5696,NA,1641.1824,NA,4084.369667,NA,NA,4096.037333,NA,NA,NA,NA,NA
955,477.2295298,477.2038871,477.2308687,646.5996404,639.1566326,650.0697092,17,6,2,2,5,0,6425.64,NA,13570.869,NA,5919.6895,8851.2525,NA,17642.19833,NA,30175.5168,NA,NA,NA,NA,NA,NA,NA,NA,1870.03125,11873.40455,20568.66914,NA,24770.8032,22766.363,24308.965,NA,NA,32146.1712,NA,NA,NA,NA,NA,NA,NA
956,199.1291141,199.125065,199.1323782,722.6367357,721.9811501,725.785839,29,6,8,4,8,0,NA,44785.309,37521.84333,25755.1008,27276.1632,34490.99533,NA,NA,122260.8445,NA,45760.58867,19362.14967,36221.832,NA,13378.6224,75184.20067,28219.9632,NA,49871.01029,90506.787,28320.864,150899.4986,NA,111026.2109,NA,46899.902,111615.8667,31124.1216,96387.0336,163386.7702,NA,NA,NA,NA,NA
957,238.2154285,238.19658,238.2167784,723.3977259,723.022866,735.0654349,14,3,2,3,5,0,NA,NA,1894.966333,NA,NA,NA,NA,1501.1568,NA,3207.377273,NA,NA,1340.5392,NA,2140.768182,NA,NA,NA,NA,NA,5834.642857,NA,NA,3098.4096,4381.745455,NA,NA,NA,3057.402857,23080.73212,NA,NA,NA,NA,NA
958,536.2697231,536.2398695,536.2713425,723.5562133,723.226643,726.8470119,27,9,10,4,3,1,1221564.238,NA,437499.8951,165752.7634,596805.9543,247166.4673,171254.4953,328313.8554,328173.4866,101845.8921,714750.2636,1189200.21,225659.4973,1017918.343,1025941.002,1065481.395,416514.9827,669271.1673,95551.94567,551116.7139,NA,69055.9584,NA,NA,73043.256,NA,NA,1932.966667,NA,NA,NA,NA,1442.76025,NA,NA
959,343.2224691,343.221552,343.2587815,723.3211307,710.0638252,730.6062904,51,8,7,3,7,3,21292.32786,NA,16612.2528,NA,86663.14543,86055.3408,22362.22505,66040.14333,74441.086,76372.53474,62629.28933,107051.45,NA,NA,23570.11113,75729.24545,1065.9792,NA,95081.82339,80776.82692,97808.6833,75254.28182,NA,71662.7597,3442.6654,109060.4423,83059.64543,NA,NA,68168.4432,1669.3248,NA,47443.36389,NA,21829.518
960,363.2327499,363.2296024,363.2352273,722.9163453,721.9838575,723.8982896,6,2,1,2,0,0,NA,NA,3496.708286,NA,NA,5015.5248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,398.2498912,398.2485591,398.2508692,722.243374,721.7466312,722.7400529,9,3,2,2,2,0,4570.662857,NA,NA,NA,NA,2822.2015,NA,NA,3193.1328,NA,NA,NA,4796.309091,NA,NA,NA,2899.776,NA,NA,NA,NA,NA,6092.404364,NA,3574.290857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,404.1688668,404.1671011,404.1699859,723.5554977,723.1570448,724.1484605,11,4,1,0,6,0,NA,3918.263143,NA,NA,NA,NA,NA,3419.312667,3232.378286,5317.198667,NA,NA,NA,NA,NA,NA,1372.8,NA,NA,NA,NA,NA,NA,2370.8256,7727.548444,3884.704,NA,3258.129,3530.94,6309.740909,NA,NA,NA,NA,NA
963,576.3219808,576.3209305,576.3264019,722.0753211,712.33346,722.4718754,11,2,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8513.4192,3337.2768,NA,NA,44685.36157,17435.9328,19587.93962,110131.85,79307.25909,NA,24541.61189,29651.33021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,588.3574171,588.3242906,588.3597759,722.6404557,714.3877631,727.3338731,20,5,4,2,7,0,NA,13769.817,18929.61412,NA,637.5594286,NA,NA,8851.731,NA,40945.6,1323.937,NA,NA,6055.098857,NA,3656.4528,NA,NA,NA,549.8064,28318.30053,20771.94676,30003.66737,22239.36,16157.65933,NA,45630.39158,NA,26688.14776,NA,NA,NA,NA,NA,NA
965,277.1640952,277.1634388,277.1645533,554.9220526,554.3822505,557.6727624,32,9,10,4,9,0,396960.2208,464984.3749,282702.2535,159223.3848,267747.48,236886.4312,86042.65538,331587.585,256434.6129,NA,118387.2206,124341.1738,119198.7136,138101.9574,91370.31007,137736.0114,60744.46415,154471.5441,216022.6938,169793.5986,46640.1936,106345.3248,293805.6959,94699.01972,276991.2288,138592.537,211071.9807,NA,118404,220762.0272,NA,NA,NA,NA,NA
966,207.0650248,207.064433,207.065496,869.3915505,863.7671441,871.6894921,28,10,9,4,4,0,13287063.65,1625364.771,3565926.869,4029089.607,4928100.315,2998678.618,1838895.631,4553808.646,2978343.661,1212723.558,4668729.943,9768844.579,841223.8081,6253596.982,5428298.184,7475552.275,3340187.081,6557695.405,NA,3737189.396,NA,944780.6192,64925.13503,117453.42,593567.8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,172.1327178,172.1321667,172.1331565,869.057431,868.4018009,869.3942966,14,3,4,3,4,0,NA,NA,NA,NA,35066.57676,NA,28465.21064,NA,26346.26971,NA,NA,32364.92105,34294.3379,NA,38490.87105,NA,41168.44314,NA,NA,NA,NA,NA,NA,NA,33171.41867,NA,37946.34438,NA,32892.288,28456.95758,NA,NA,NA,NA,NA
968,330.2263126,330.2246448,330.227583,869.3148075,868.9743806,871.6894921,24,1,5,4,7,5,NA,NA,NA,58295.77936,NA,NA,NA,NA,NA,NA,NA,NA,NA,16804.16,31174.00235,25133.2224,57470.67714,NA,NA,16654.8096,44671.73152,NA,20705.05292,30722.26629,18992.57244,NA,NA,43572.13426,18436.28354,26728.416,62995.06252,52170.5,131052.0694,66623.3568,56768.45
969,233.1475219,233.1389396,233.1853664,868.7124905,859.3599837,869.9303105,9,6,1,0,2,0,NA,NA,27521.8944,NA,2988.088,2860.9152,NA,3143.0256,4826.982333,44562.17,NA,NA,NA,NA,NA,NA,NA,2753.569333,NA,NA,3418.389143,NA,NA,NA,NA,NA,NA,NA,NA,4873.273333,NA,NA,NA,NA,NA
970,339.1920423,339.1869529,339.2041319,870.2693994,863.6969988,874.4838538,15,7,6,1,0,0,NA,265210.2562,10333.752,35883.24622,51389.3952,10287.0768,NA,144902.1114,NA,20288.6112,50980.49158,NA,39907.82067,NA,61537.99091,8913.070286,NA,68145.9601,NA,46394.4624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,340.1967359,340.1942158,340.2063021,870.3565749,867.7078088,874.8515807,17,4,0,3,7,0,NA,NA,27608.3808,13273.59644,NA,NA,41052.342,NA,40642.06286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70613.57362,83064.0096,NA,65571.05747,27422.08267,NA,68751.97412,58483.77543,NA,8672.592571,NA,NA,NA,NA,NA
972,457.3163065,457.2890637,457.31939,869.2352605,867.7272405,882.8051159,39,9,4,4,10,0,5575.046667,9042.578,5522.238,3441.6096,NA,3135.4752,4291.3728,5327.636,21126.7056,19948.26686,NA,NA,5917.63,NA,NA,NA,NA,3518.144667,13651.8096,7305.806571,21135.19545,25998.993,11356.75767,16396.0368,25018.909,17455.8384,46865.2955,14619.6336,40319.338,46705.341,NA,NA,NA,NA,NA
973,613.412603,613.4125527,613.4126533,869.4364928,869.0398818,869.8331037,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,202.1800445,202.1798262,202.1802399,60.04882813,59.64534514,60.41770984,39,10,10,4,10,5,3330372.203,2927659.206,3140655.357,2875607.273,3933464.882,3224706.551,3001555.35,2981988.063,3713296.167,3706006.477,3807771.119,2682931.593,3152799.695,3784100.102,4133056.889,4103640.707,3681504.187,4095687.995,3062670.498,3650961.958,3999471.639,2964718.69,5607997.133,3191790.641,3447790.304,3714017.012,3660394.615,3291421.178,3599192.419,3609075.707,4041206.647,3138438.909,2537781.5,2382048.757,2525406.551
975,123.9410863,123.9402439,123.9630148,59.40407111,55.55038197,62.92124578,14,2,2,1,3,4,NA,NA,NA,2396.509714,NA,961.7086667,NA,NA,NA,NA,NA,1878.264,NA,NA,NA,1895.2,NA,NA,NA,NA,NA,NA,NA,13235.1648,2055.0816,7383.225714,NA,NA,NA,NA,4190.065,3922.661,NA,11851.84754,6520.1136
976,140.0530863,140.0523422,140.0820857,59.39593619,58.20030179,63.54278993,12,1,3,2,2,4,NA,574.5168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.7824,2214.439111,1735.757143,NA,NA,NA,NA,1151.0928,NA,NA,NA,NA,NA,884.7696,NA,NA,NA,NA,4300.952571,5922.827636,3459.272727,3514.36
977,146.1169415,146.0901719,146.1172929,59.75328149,58.42967334,60.53632628,24,6,7,2,4,3,1466.8368,NA,NA,7461.396842,NA,8875.521429,5392.582857,9153.398824,NA,9781.833333,12205.17475,2419.843429,2983.970286,10010.4576,11828.26867,NA,NA,12433.61467,NA,10238.31889,NA,7801.6224,2290.5168,NA,NA,NA,11294.39857,NA,9385.754889,NA,971.1616667,NA,NA,6166.565294,8179.1424
978,185.1643815,185.1641026,185.1647422,60.49288019,60.06170539,60.80877629,21,2,9,2,7,1,NA,NA,NA,NA,6642.722889,NA,NA,NA,NA,5699.021048,23073.84033,32003.41289,17694.47844,24501.50824,15617.09038,NA,20298.30833,21896.04888,38748.46842,39490.6512,18185.35295,NA,19182.69,8721.761429,12183.78933,NA,8688.98,NA,14133.40947,19114.171,NA,7190.714333,NA,NA,NA
979,227.0857281,227.0393515,227.0859398,59.67256964,55.35320183,60.10609768,7,5,1,0,1,0,855.9408,31811.208,NA,NA,NA,43012.06238,NA,26860.8912,NA,41757.73832,NA,38684.43048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15100.19235,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,312.1915323,312.1911326,312.1921373,59.26878115,58.65839672,59.62504426,7,2,3,2,0,0,15238.21138,NA,4380.44525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16684.3248,759.8448,NA,20214.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,340.1389654,340.1369646,340.1401823,59.14156598,58.68879487,59.75682708,12,4,2,2,4,0,NA,2128.926462,1590.531385,NA,1442.8128,NA,NA,NA,2628.2256,NA,NA,NA,NA,NA,NA,5384.808,NA,2562.437857,NA,NA,NA,4180.8624,NA,2095.5792,4018.598824,NA,NA,NA,NA,2151.491,NA,NA,NA,NA,NA
982,487.2387033,487.2375383,487.2420994,585.915228,585.4517383,590.4627454,36,10,10,4,10,1,837786.4364,3289999.668,1285539.273,394371.8447,443754.6818,887305.2486,551687.6134,2231280.336,863073.1824,1516210.719,593693.9427,995478.4818,2274648.549,872473.6886,746528.2334,1787987.057,672408.4909,1156076.243,2063343.33,2051770.726,856590.7409,824360.1235,2120644.846,936567.4959,3229391.773,829243.9545,1530249.955,1296233.073,745111.5543,1547842.982,NA,4783.215273,NA,NA,NA
983,227.1749645,227.1451683,227.1755029,585.8389516,585.3296575,588.6825521,15,3,7,3,2,0,5029.578444,NA,NA,NA,NA,NA,NA,NA,69860.05625,45328.4832,NA,210559.8909,100249.1354,NA,46653.2352,59662.5744,NA,79774.0944,67174.40909,86372.80629,NA,NA,32604.6864,NA,2459.281625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,303.1791667,303.1675022,303.1799408,585.8484492,582.3325087,593.88507,31,10,8,4,7,0,134632.6712,143407.7727,98879.43647,49302.0528,94989.21967,85109.4816,24074.7936,136954.5686,76296.08123,24522.806,42143.96857,NA,26898.99538,55817.70074,NA,45294.79169,24146.8656,70039.21263,74482.305,69888.5616,19252.30338,NA,109053.9325,5486.168,23250.45231,NA,69942.42882,23522.016,NA,54131.79633,NA,NA,NA,NA,NA
985,239.1510809,239.1279149,239.1529799,585.7709679,584.9905083,587.5150032,13,3,5,2,2,0,NA,NA,NA,2193.7344,NA,NA,NA,NA,3701.0688,3626.333714,NA,7999.137111,6009.559714,NA,NA,2876.016,NA,11265.97273,NA,6673.0654,NA,NA,5666.371,NA,NA,2243.8416,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,277.0855248,277.0671574,277.1115094,585.8384735,579.4922698,587.0068501,10,4,2,3,1,0,NA,1915.7424,NA,NA,NA,NA,1829.764667,2379.0624,630.1152,NA,NA,NA,NA,NA,NA,3190.077333,NA,576.48,NA,NA,NA,NA,677.4768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,308.1549899,308.1390312,308.1807648,586.5674854,578.6389001,590.8878089,7,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,1005.576,NA,NA,NA,NA,NA,NA,NA,748.8624,NA,549.12,NA,NA,NA,6235.4795,NA,NA,NA,NA,NA,NA,NA,616.3273333,NA,NA,NA,NA,NA
988,265.1068834,265.1061549,265.1077646,696.4486159,696.1113323,696.8282862,34,10,10,4,10,0,12499374.32,1015466.338,3076626.483,3997485.459,3360933.977,2525710.346,763395.6,3355010.69,1777931.126,1867110.04,3176314.155,6736298.778,2027638.325,3657590.217,4086068.015,3491629.627,1700225.687,3372665.673,4498849.555,2029448.28,643367.494,454641.6772,828868.5136,1474044.432,707750.0708,1092713.158,723050.4591,371340.9387,292091.3622,213911.2488,NA,NA,NA,NA,NA
989,452.2774584,452.2555256,452.2787183,697.1459306,696.6533233,703.7614591,28,6,7,4,9,0,NA,23161.90558,18466.9056,21281.92781,NA,21700.62019,22376.64,NA,NA,26068.74857,19983.77067,13640.8272,25646.66364,875.8464,NA,NA,17907.50113,23513.44545,NA,22336.1424,29077.394,22097.99579,26204.20667,26080.4544,30114.66442,NA,28773.10316,29627.7696,33144.8832,25332.2784,NA,NA,NA,NA,NA
990,341.2432267,341.2424288,341.2441524,697.0059222,696.5829622,697.731115,39,10,10,4,10,5,350633.0256,319365.9993,286438.8384,318588.3837,415622.064,454888.0067,344682.0699,361626.2653,384670.616,495056.3904,877779.1573,361718.9316,425517.2422,354311.1229,789509.8233,1605054.269,361828.896,523208.5025,546494.2893,2363545.373,512502.2583,410665.491,442285.272,450860.432,457393.0594,566698.7358,576996.3587,417319.4927,467919.9359,385054.3526,211962.721,142302.9614,331475.4132,205242.6234,186536.9718
991,190.0656252,190.0481984,190.0854835,532.4024723,531.4331998,535.4243234,5,1,2,2,0,0,NA,NA,NA,NA,NA,NA,569.712,NA,NA,NA,NA,NA,NA,NA,954.6234286,NA,NA,1753.746667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,217.9736982,217.972993,217.9752259,533.0512062,532.1836859,533.0996042,3,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111.847667,NA,NA,NA,NA,NA,NA,NA
993,226.1393091,226.1318925,226.1415441,533.445721,528.6683178,534.0707684,5,0,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391.715,NA,1054.3104,NA,941.0544
994,258.2061625,258.2054032,258.2063601,533.0392749,532.8230216,533.675259,5,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11418.16753,NA,NA,22383.50411,21948.17292,NA,15538.97838,NA,12568.62087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,283.7169644,283.7163143,283.7176075,629.867833,629.3566387,630.537099,33,10,10,4,9,0,36842.62727,80525.0301,85155.07727,50629.455,19256.55496,16194.75,18085.75178,23813.9616,201926.6229,121855.6273,48482.51857,555980.13,234529.7682,45965.20567,112783.7568,151460.04,38282.21124,165981.9455,141030.0854,195916.3227,89851.94167,32009.5776,76426.31808,NA,24483.26611,104555.6868,35609.49078,60522.17273,22348.90064,63923.2385,NA,NA,NA,NA,NA
996,575.3272797,575.3248512,575.3622895,628.6007112,618.8092935,629.1277641,34,9,10,4,10,0,1282308.989,2011564.351,NA,663117.6893,563227.6935,931774.0208,1003605.925,1917788.976,1909116.103,2223315.987,510975.853,323354.9687,543659.1949,1901.697714,249766.995,706586.0973,298204.5091,925468.5187,987232.7304,830852.8849,1598028.938,1345194.438,1773369.502,1249997.624,1686162.457,1232961.308,3250597.003,895914.3396,1996056.135,2401440.77,NA,NA,NA,NA,NA
997,323.1400405,323.1365042,323.1503323,628.6513589,623.851553,632.4209182,22,3,9,4,4,0,NA,NA,NA,4945.80375,4800.008,6214.6656,NA,NA,NA,NA,2292.576,3637.2336,26855.83143,40961.19853,6451.0405,7486.9875,6267.847429,39844.06875,4264.579429,NA,8840.1456,9736.770462,NA,NA,NA,NA,NA,5184.448,3092.232,NA,NA,NA,NA,NA,NA
998,330.1241489,330.1226393,330.1431498,628.4455228,617.5070991,629.4713462,11,0,4,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930.438,NA,NA,1212.162,2068.96,NA,NA,676.104,2119.054,1726.5475,943.8,2932.702333,NA,NA,NA,2474.472,NA,NA,NA,NA,NA,NA,NA
999,432.0138476,432.0132575,432.0143167,630.1638936,629.621036,630.4983089,5,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3284.560714,NA,1157.318571,5095.477111,7423.877895,6717.972522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,502.0557067,502.0537972,502.056127,628.9047322,628.6382648,629.5233849,7,2,5,0,0,0,8638.344,NA,NA,NA,NA,NA,NA,NA,557.3568,NA,8358.4477,9502.812353,NA,10146.33533,14739.31957,5896.557778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,555.2828009,555.264993,555.3019966,630.2469924,625.7841624,634.4107019,10,2,0,2,4,0,NA,2213.957714,6701.757111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4829.136667,NA,1852.5936,NA,NA,NA,3066.537333,NA,NA,3613.896,NA,NA,NA,NA,NA
1002,147.0995767,147.0916031,147.1158555,579.1781974,575.9082927,584.6520958,9,2,0,2,3,1,897.8112,NA,NA,NA,NA,1113.3408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564.992,NA,NA,NA,NA,NA,2124.888,751.44375,NA,NA,NA,NA,612.8531429,NA,NA
1003,473.2594429,473.2583267,473.2608011,578.5073073,577.9825384,579.1924928,32,8,10,4,6,4,NA,2848883.827,2388437.695,779382.8808,973441.7958,1970805.48,NA,6138233.05,1868848.238,1923786.357,881090.4909,1220981.493,1664321.958,1444144.852,1694292.555,2703215.869,1215049.408,2124319.454,2332528.541,3080121.815,NA,1309639.304,3237883.882,NA,1465169.987,NA,2263464.191,NA,861041.139,2334899.146,11276.77882,8708.667259,6374.233391,7198.077048,NA
1004,199.1325189,199.0967821,199.1344882,577.859584,571.3914766,582.7161391,4,1,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,796.9104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,265.0951382,265.0928858,265.1032262,578.5651775,577.6409936,578.9816876,9,1,5,1,2,0,NA,NA,NA,NA,NA,NA,3428.737714,NA,NA,NA,NA,NA,3174.6,3831.799,4807.765,4194.36,NA,6259.471714,NA,NA,NA,3096.736,4423.1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,301.0967139,301.0740778,301.1116771,578.9535515,574.7793061,582.0087745,7,5,1,0,1,0,2135.3904,NA,3915.946286,871.0416,933.504,NA,NA,NA,3978.398286,NA,NA,NA,NA,NA,NA,878.592,NA,NA,NA,NA,NA,1096.1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007,511.2144339,511.2138902,511.2618794,578.4607083,577.9154413,579.7722815,20,3,5,3,8,1,NA,72314.2992,59926.61716,NA,NA,NA,NA,NA,50469.59143,NA,NA,NA,NA,50735.9424,58931.18182,NA,NA,60577.6421,58736.48318,68186.82046,58890.249,84684.23182,120795.4064,NA,57955.94848,35080.02,86164.83286,NA,45591.3744,86766.65909,NA,NA,NA,NA,757.0992
1008,549.1137736,549.1096922,549.1146653,578.7681516,577.9975767,581.0065746,9,3,0,2,3,0,6565.905692,NA,NA,5231.272143,NA,NA,NA,NA,4796.20125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117.544,NA,NA,NA,9857.487273,NA,NA,NA,6214.43925,NA,NA,NA,NA,NA
1009,443.2486416,443.2420981,443.2560372,615.7958468,605.1344664,628.096513,54,10,10,4,10,1,183630.5328,3961.65,1319965.598,77150.18871,321563.9851,690906.7078,176945.6169,1608572.199,1214052.84,608809.609,327019.341,1841289.195,1932487.581,1863626.9,1631880.629,6191873.186,3220277.802,2246655.208,2084488.847,2597531.772,600131.6545,1025663.382,1827532.528,301926.768,2196514.509,269284.3296,344768.0157,139488.3621,188903.367,678417.8544,NA,940.1625,NA,NA,NA
1010,419.1612358,419.15825,419.18855,615.3964233,614.4701288,618.1212526,22,6,3,2,7,0,NA,8998.516333,4668.115429,NA,2907.308,NA,1755.1248,NA,6227.202857,6132.456,NA,NA,NA,7673.606308,NA,2096.952,NA,NA,NA,3500.64,NA,NA,NA,5821.439143,25596.55909,4368.936,10805.3088,6213.2928,5972.3664,6415.398857,NA,NA,NA,NA,NA
1011,443.1167552,443.1154999,443.1173374,615.0160664,614.3772381,615.3220172,14,6,3,2,3,0,NA,NA,4092.652286,NA,NA,3243.611333,5435.073667,3255.739429,5873.9,6438.6835,NA,NA,NA,NA,NA,NA,2834.2125,NA,3893.740909,4944.8595,NA,NA,NA,7732.917667,NA,NA,5745.768,NA,NA,7477.931818,NA,NA,NA,NA,NA
1012,472.0701235,472.0695468,472.0714418,615.1802519,614.7204214,615.5716597,8,2,0,2,4,0,NA,NA,NA,NA,NA,1073.5296,NA,NA,2438.542333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664.3065,3538.392,2214.649,2816.7095,NA,NA,NA,NA,NA
1013,388.2166148,388.2161676,388.2170621,1087.970331,1087.967542,1087.973119,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,480.2552269,480.2545091,480.2576709,1087.932081,1087.278347,1088.317268,4,1,1,2,0,0,NA,NA,NA,NA,799.8557143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015,161.0961864,161.0957643,161.0986926,1086.271665,1085.397171,1088.013729,38,8,8,4,10,4,22281.2304,12040.19657,NA,14726.712,9116.7648,18963.8592,16230.528,NA,21596.04415,24328.8735,11171.88333,NA,11264.33778,9735.1425,12233.0208,18745.96364,12671.77956,11186.35455,21018.272,NA,16559.09933,22388.138,19424.4336,17991.2304,8183.2608,15283.68556,13440.297,17739.3216,19145.0688,16010.11818,5300.3808,7343.766667,12001.79467,NA,9325.250286
