PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
1,415.2540368,415.2458492,415.2552159,546.7377684,540.704978,556.5082641,41,10,10,4,10,5,6670282.417,9074027.382,28975327.06,1590586.665,12352761.17,15170224.3,3806120.244,33697630.54,24563953.13,12134033.84,13365519.57,22079550.32,27936165.32,32922834.52,36806486.41,36430894.09,29112700.77,35730089.83,29823764.34,32717364.01,13071061.85,20784270.4,31712069.51,4862499.474,24760006.03,7067041.034,25856747.03,2341159.405,4188534.384,14883382.45,148939.5364,77217.28182,41681.52,43963.99467,90700.55264
2,459.2802166,459.2766328,459.2816578,571.1461176,567.2012513,571.853376,40,10,10,4,10,5,5082757.144,7168920.773,26080224.46,1306135.599,10023219.81,12264266.99,2834404.527,32166508.55,21891340.1,9897225.372,10468663.21,19485757.46,25961044.14,30291359.94,33576219.42,33687692.67,26457445.87,33414555.27,27641338.3,31068609.72,11054132.71,17840840.92,29432945.86,3647485.305,22027052.97,5400629.99,23573261.63,1692032.222,3180814.335,12362646.97,120733.7231,57328.59629,36096.17304,33531.93164,66014.30661
3,371.2277221,371.2267758,371.2287401,515.8537136,515.3937775,516.5433308,39,10,10,4,10,5,6640379.258,8283029.729,27193638.7,1419987.413,10927738.23,12550985.22,3401344.217,32195946.98,22519271.17,10637799.95,12778559.87,20855227.54,27111387.96,32318167.57,36146565.15,35408309.28,27960869.82,34596628.93,28973051.01,31936155.79,11974905.98,18524570.26,30955917.89,4664175.166,23541282.16,6182689.454,24564675.22,2158761.197,4118872.825,14131458.98,186840.6835,96181.87648,49476.39733,57755.0688,104738.9463
4,124.0851575,124.0828859,124.1117531,591.0692306,590.6754556,593.408347,27,4,8,1,7,2,12386.92607,NA,6138.139429,NA,NA,NA,NA,3108.0192,3477.966667,NA,21771.59238,13281.14017,NA,4774.5984,6409.346667,4425.9072,6451.085714,NA,7877.8128,4131.4416,16674.7152,6491.06,6748.295,15586.87461,7092.076571,NA,5685.4512,NA,15030.1008,NA,NA,NA,35685.41818,21675.1392,NA
5,327.2014506,327.2004676,327.2023742,474.8620257,474.4391063,475.5268615,39,10,10,4,10,5,5810217.976,6558556.118,23795110.31,1183648.408,8646931.465,9037753.777,2810488.425,28010285.39,17671665.21,7800527.677,10333380.34,16609927.28,23351279.95,29148378.79,32154005.06,31920213.57,24526727.66,31545217.4,24642013.97,27862250.76,9136505.797,14962773.91,27467058.78,3611325.471,18888174.68,4848261.82,19647797.77,1926374.835,3210234.257,10779172.4,190966.6926,112512.9991,57552.06504,60322.42409,101205.2733
6,547.3325801,547.3311051,547.3338293,608.8850181,608.2981033,609.7042343,39,10,10,4,10,5,1727848.033,2352675.856,13104929.03,550825.3504,3187816.471,4551648.824,978741.532,21614276.51,9158716.182,3747498.656,3183915.565,7130328.668,13102281.52,17860671.49,23362201.26,22517667.06,14451398.22,21463662.97,14525506.07,19573543.77,3540244.753,5972107.54,17278460.43,1147008.428,9597556.09,1785873.612,10267469.24,552209.4864,1049825.556,3909098.3,40736.35911,22361.5392,22121.5,16306.35229,24533.73053
7,282.2790795,282.2781991,282.2798347,1217.054345,1216.877823,1217.219508,39,10,10,4,10,5,13002960.46,10928557.81,9522133.381,12387228.24,14720548.63,14894600.33,12952392.15,13362152.69,13299320.65,13751333.78,14858692.72,14828553.54,14291334.34,12996196.61,14531347.48,12429525.49,11712044.09,12046148.48,11664830.66,10549529.51,13361535.6,15840249.36,12752744.64,12069988.47,12994026.96,11728292.26,12476367.47,11355857.68,11941121.93,11466065.17,12192491.83,11838034.6,11601123.85,11942481.69,12509433.74
8,285.0755964,285.0747012,285.0764063,944.0444798,943.867874,944.3410573,39,10,10,4,10,5,7293383.695,5085620.263,6317892.824,10019103.49,8188398.268,6891976.151,7693318.188,6284340.212,7875541.907,9313976.79,11392298.75,11845372.97,9285145.377,9628782.41,11113390.6,6082970.274,8843501.979,8596965.823,9042434.544,4050679.72,11219803.03,13991730.63,8685487.25,10985967.64,5506450.09,11061626.07,10586402.44,11613760.33,10451732.98,8261327.073,16565084.64,14936970.73,13709925.7,17494113.32,17508592.36
9,170.1174641,170.1170279,170.1177786,552.2032211,551.8682486,552.5982104,39,10,10,4,10,5,4846564.998,5209770.708,4900177.339,4319034.72,4474297.215,4919792.614,5214974.107,3247922.879,3734912.438,3283532.47,6452721.652,4337328.261,9659465.587,4929071.671,5846288.315,6645280.747,4876278.264,4529296.886,5891912.233,9177003.264,5498840.318,5940915.657,3882034.042,5908342.441,16141883.4,11086071.11,4570516.358,9287130.653,4912809.003,5999153.846,8330585.79,8570727.099,18862202.03,8799578.674,13379890.93
10,591.3587032,591.3574661,591.3603951,624.2834337,623.6664004,625.3391563,39,10,10,4,10,5,859436.2245,968250.7823,5286085.827,313055.5361,1371327.146,1746683.837,451196.1383,10412493.29,3805996.364,1548817.215,1212725.703,2802744.107,5422111.967,7277161.467,11601661.95,10888809.25,5695111.908,9485535.721,5734671.121,8267644.299,1363231.602,2243658.689,7091558.507,458442.5905,3630911.884,703986.2336,3581560.625,260285.5636,434445.2603,1523021.612,18062.75035,12273.699,12789.6912,8132.030211,11061.70725
11,283.1751524,283.1744452,283.1763114,420.1364769,419.4999598,420.6933352,38,10,10,4,10,4,2596125.418,2342821.081,8572825.061,434035.6731,2954660.196,2967441.048,950345.2478,11783943.6,6477086.012,2723354.881,4305895.651,6942519.756,9762798.989,13175705.4,15859683.84,14628983.74,9819984.346,15061305.23,9985967.534,12161463.6,3214152.427,5184036,11888367,1301728.804,7118288.549,1613975.627,7484357.167,693163.4561,1184807.334,4231314.859,124548.6528,81248.39517,49809.82542,NA,57408.45792
12,265.1069261,265.1064688,265.1078769,686.2722124,685.9294387,686.555103,34,10,10,4,10,0,13237676.15,1151915.371,3562538.866,4268186.208,3657063.052,2758900.707,838728.3182,3578508.732,1948848.878,2112998.778,3419850.692,7737475.943,2359986.658,4065787.44,4521023.814,3871239.715,1966214.765,3456883.373,4911941.549,2231669.897,731454.6096,504498.4032,847976.501,1609285.392,742247.5632,1234286.124,748695.9633,422934.9696,298542.3021,226457.7423,NA,NA,NA,NA,NA
13,226.9513572,226.9278368,226.9514463,32.84807198,31.76523621,33.24726254,39,9,6,4,10,4,13508283.36,13486686.47,13667910.02,NA,13475824.19,13449594.79,13562774.6,13467651.23,13064816.43,13079625.87,NA,13539145.96,13357758.59,901.2432,NA,13520902.82,NA,NA,13259923.93,13186937.65,13367460.55,13601832.13,13666020.43,13477465.37,13383767.65,13441180.61,13254877.52,13589679.34,13098138.54,13116296.11,13537344.16,13487300.11,13727864.78,NA,13499892.12
14,635.3846026,635.3834828,635.3862105,637.6821132,630.4800253,638.4831819,52,10,10,4,10,2,390241.8905,358371.8501,1392371.177,142096.0909,432023.3545,564985.0581,153451.0045,4099967.414,1135090.616,520942.45,406699.5224,817451.9288,1374996.14,1812604.704,3243306.874,2995589.035,1366192.252,2632736.231,1454030.182,2135579.608,481505.7168,610760.5081,2092122.012,149059.65,1069434.924,300233.1587,1088472.84,97261.15909,158095.9735,489523.86,6435.6864,NA,NA,2757.2688,NA
15,439.2539668,439.2501994,439.254871,611.6405672,607.5433934,612.3544898,36,10,10,4,10,1,3262096.597,10133839.25,6073930.489,2077286.603,2512790.771,5332254.792,2448784.719,9221115.575,2486493.306,2681706.464,1870928.881,984857.5914,712482.6532,2111996.316,1071791.843,817181.1009,854094.9829,1773051.948,2210048.878,1452724.583,1089537.366,2669823.722,6863954.586,585454.6873,1366980.258,1667998.081,4847562.135,1702701.845,1420239.057,6256938.268,9362.496,NA,NA,NA,NA
16,351.2014258,351.1995255,351.2024914,565.3396698,565.0483788,576.9299601,40,10,10,4,10,4,4904900.118,11134200.01,5827073.064,2792714.351,3906122.844,5331974.041,1899313.327,9522497.213,2683993.502,1638065.42,2049789.675,1937227.584,1285443.095,2961695.632,1664558.202,1823416.286,1245501.536,2325614.959,3218619.223,1952013.674,855089.6636,2185999.398,6317131.422,522341.7979,1534870.233,1606709.323,4025751.309,1986454.613,1269103.085,5766040.715,14607.55943,10239.26031,NA,9699.949,10766.184
17,123.0257804,123.0221106,123.0261917,322.923961,321.2039666,331.5167217,10,5,1,2,2,0,NA,NA,5174.985,NA,4730.865714,NA,2386.080889,2518.7685,NA,1655.5968,4608.173647,NA,NA,NA,NA,NA,NA,NA,NA,NA,4260.662143,NA,NA,NA,NA,NA,NA,NA,NA,5960.6976,NA,NA,NA,NA,NA
18,97.10095973,97.10075055,97.10148575,646.392024,645.9986959,651.9802272,18,1,7,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40465.02552,43800.93392,62294.30139,65032.48783,46534.75364,NA,58458.67542,64132.59558,NA,NA,47143.78308,56464.91904,60330.4416,NA,NA,NA,77695.67867,31442.68825,55388.3616,47221.41678,NA,NA,43409.05368,NA,NA,55813.75352
19,198.1487247,198.146396,198.1493731,722.8706575,718.3481266,723.4721193,40,10,10,4,10,5,2589800.591,2086846.009,2046325.453,3113860.017,3141095.521,3121421.374,2767886.354,1948873.95,2301496.666,2120461.427,5202418.334,2958649.851,4769760.464,3232630.754,4893903.643,5746943.231,3462798.42,3434688.367,3875264.645,7855042.759,3150331.943,3500122.926,2595678.447,3240450.215,4108263.468,5084517.513,3000069.382,3906787.135,2640245.774,2875968.456,3972223.922,3707473.835,8638601.207,4555023.337,4323039.957
20,429.2332577,429.2321837,429.2339569,554.0166098,553.6123463,554.6573278,37,10,10,4,10,3,1722912.697,3790562.378,2942597.549,1005089.816,1395806.097,2621607.777,949913.473,7235879.185,2193414.597,2219414.346,1201473.146,1708202.454,2047212.014,1952133.345,2474521.101,3633282.143,1777572.235,2989165.024,3278016.426,3658385.363,1094560.697,1679887.132,4069422.15,632248.5177,1731605.462,819179.6002,2784626.99,1072795.283,981346.5702,3081724.598,17201.0339,NA,NA,11475.58716,13534.13782
21,109.1008151,109.1005637,109.101014,867.8862891,859.9460182,868.2781002,15,1,1,0,4,4,NA,NA,NA,47638.6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24808.85704,NA,NA,37256.27054,39439.66,36839.14186,NA,NA,41520.336,NA,NA,NA,NA,39937.06307,35983.71346,NA,50612.12535,36149.13215
22,192.1592047,192.1589935,192.1604985,59.42314035,56.13240476,59.73634758,39,9,10,4,10,5,783296.4477,574895.3083,501803.309,705235.8909,827627.7217,600964.9,NA,654603.5318,890495.6081,961992.3705,777040.5193,710871.0248,687612.7651,681739.6868,851298.3902,1102314.396,846828.0582,933877.2068,833790.672,815834.8933,1026016.561,733816.6187,1280576.138,782888.6081,585747.8496,771356.2493,948359.0497,840633.4207,777223.0818,753641.481,1011363.721,832951.3547,668560.7364,528526.2989,640549.2083
23,313.2122265,313.2114505,313.2130366,586.7168505,586.0079518,587.291571,33,10,9,4,10,0,959307.1488,3531815.74,2401140.598,1755024.339,966655.9946,2179571.154,2673226.37,2227093.976,2027502.364,6735458.558,784588.1472,479453.2493,429455.0832,277844.2053,601928.3848,NA,477441.6063,1077830.67,631345.6456,1482858.749,3735605.114,2067296.863,1619291.238,4428792.595,3409588.354,2556527.688,6491281.795,1820554.095,6814085.707,772994.4008,NA,NA,NA,NA,NA
24,168.1379778,168.1375959,168.1390227,696.2741646,691.9692919,696.9955908,40,10,10,4,10,5,501682.0356,371610.1957,396109.0473,536484.7334,530029.6711,538977.7987,507485.0021,353057.7261,421410.1136,380838.3814,482131.5161,537973.153,686146.6507,559643.0633,517406.9909,494972.3337,555042.3682,454131.2074,535489.7093,476792.5672,539933.3396,640194.3665,443670.6747,582134.893,681457.9927,941389.8738,494728.6348,613436.1603,460842.3909,466332.9501,781258.0377,721382.7317,1941644.837,881252.4727,969477.0532
25,307.1751382,307.1738838,307.1759916,532.9799098,532.4329911,533.4612725,36,10,10,4,10,2,3320051.896,7013088.195,3460119.359,1878439.079,2417040.521,3037058.882,642720.1265,4981613.359,1746227.145,701559.6866,1182244.941,1331760.359,1029974.943,2004835.946,1149091.702,1383555.982,812933.7955,1340493.182,2259815.643,1410968.584,461883.8347,1292802.439,3653516.182,292387.5821,1120320.431,855462.5577,2114946.065,1292940.932,617388.8955,2810707.136,10325.89059,NA,NA,NA,9363.1824
26,483.2801458,483.2771423,483.2813325,629.3713966,620.5656714,629.8495406,37,10,9,4,10,1,1488435.666,5977399.786,4172538.444,1116429.2,1242113.645,3098825.431,1410394.679,6286087.614,1275676.785,1744772.323,1143678.601,462759.7783,377016.0671,1325654.207,494452.3584,NA,575368.128,1062932.303,1273855.482,813082.628,747340.817,1782501.008,4999301.776,338535.9061,928083.1649,1184172.399,3429100.809,1132522.751,876492.5409,4423315.383,3900.8112,NA,NA,NA,NA
27,191.1054314,191.0910102,191.1063154,579.2396907,577.5362922,586.5863393,36,7,9,4,9,5,71414.57325,NA,47051.19646,54494.74312,61059.92,60742.92215,66539.616,NA,61950.21647,NA,28283.67273,60573.3275,92347.638,63522.60571,39662.782,43119.39508,68663.38432,NA,48910.78143,28908.4224,85351.65295,88584.14235,NA,91176.622,130059.072,154703.5176,46783.2,90466.86263,71538.49422,53340.12092,774.2592,104587.2483,260757.3362,116635.92,154088.6967
28,154.122284,154.1219419,154.1231764,616.1063156,604.7944405,616.4793195,39,10,9,4,10,5,273340.3897,257082.9477,212297.0059,239182.5739,248323.5847,250489.9157,256813.8724,145329.5095,182159.73,184024.5264,NA,246971.3438,450260.7473,250624.9117,244602.5199,199750.6368,256387.6077,204381.9353,252838.1471,221509.5168,270941.7002,297219.7895,179147.8858,308591.6544,549261.6933,572564.8527,232291.637,379131.9496,237422.6016,243288.7184,435234.1566,451658.7368,1220862.743,510203.8985,712127.799
29,423.3314802,423.3305763,423.3329826,1087.706831,1087.520186,1088.069091,39,10,10,4,10,5,3602173.606,1829019.672,1437843.363,1548805.856,1804181.592,1052403.203,663744.3242,2830954.103,2235456.3,845282.9993,3357925.008,6340003.112,3038778.826,2782823.774,2365332.529,5036369.502,1625437.752,3460415.797,3122752.452,4257103.999,657652.836,654340.4158,878753.3623,560188.4431,789892.6063,519856.9761,850923.0532,597908.2057,606169.7534,701228.1386,279755.2903,218777.4657,220792.2792,168201.2334,156873.8373
30,393.2845104,393.2836789,393.2855143,1085.638635,1085.262376,1085.888935,28,8,10,4,6,0,226762.5507,196708.8699,141715.0827,209035.5696,172220.1955,NA,65313.67727,NA,83307.6816,45840.16818,160969.7232,162040.5446,295348.5102,139125.6757,105051.2659,365135.9137,31814.4695,355109.04,201927.9132,195587.8417,68927.16678,NA,NA,60278.62194,165953.4136,NA,NA,76132.89767,31734.32667,32669.264,NA,NA,NA,NA,NA
31,165.0750574,165.0458906,165.0762503,635.5392778,628.7896902,637.1046141,11,2,4,2,2,1,NA,NA,NA,NA,NA,1357.6992,NA,1619.322444,NA,NA,NA,3005.453667,NA,2209.993333,4080.251667,2584.9824,NA,NA,NA,NA,NA,NA,NA,3487.413636,NA,NA,4500.0384,NA,NA,NA,NA,3867.659091,NA,NA,NA
32,103.0539063,103.0388012,103.0541762,628.0718232,618.8522192,629.0129797,10,2,1,2,5,0,NA,4028.954545,NA,NA,NA,NA,NA,NA,NA,4400.92125,NA,NA,NA,NA,5107.338286,NA,NA,NA,NA,NA,4277.822857,NA,4902.983,8781.025714,207760.9079,NA,2426.481778,NA,NA,NA,NA,NA,NA,NA,NA
33,202.1800848,202.1797743,202.1803767,78.21977274,77.62673276,78.58199981,39,10,10,4,10,5,2849055.802,2109328.065,2294894.554,2172973.237,3320278.303,2713179.668,2399283.941,4043051.082,4038612.273,3748097.291,2791100.697,2643896.064,2395009.705,2860029.923,3303245.358,4129715.897,2776282.733,3198007.723,2610639.842,2812191.741,3339174.877,3317836.531,4284209.212,2399265.979,2333163.25,2640817.723,4104783.899,2067955.705,2721432.274,2637609.301,2306323.396,2017795.637,1565540.545,1478589.941,1531705.971
34,379.3052472,379.3044884,379.306658,1088.819468,1088.548648,1089.101767,39,10,10,4,10,5,2642900.829,1467723.183,1224310.614,1355149.181,1570125.271,1000976.673,658542.324,2133502.436,1716622.375,796151.8103,2861016.242,5387955.551,2629275.739,2291499.766,2208431.68,3722351.781,1600383.831,2689173.202,2776109.751,3406580.497,744715.407,721790.8278,852557.0897,650989.2451,748830.1603,568276.8077,815319.091,622297.7994,632792.4238,651320.1825,377274.688,264661.8989,332725.4777,240818.4826,244401.3998
35,188.1643159,188.1638196,188.1648706,490.4445164,490.057955,490.8719692,34,10,10,4,10,0,282393.2227,6298713.907,3210693.658,2342591.188,269324.9682,1504498.882,1726923.787,3296117.51,361962.1814,3068098.862,771354.864,1820675.003,2121801.053,1856668.325,275474.2879,176371.4872,1253131.706,1735860.515,201777.1718,2575961.651,2787383.942,4746202.722,7034949.484,302601.4992,3707615.635,3975520.349,5188597.128,2404719.346,2972748.929,4131880.896,NA,NA,NA,NA,NA
36,298.2738991,298.2389368,298.2746369,977.8353779,974.2482146,984.4165052,40,10,9,4,8,5,2824235.128,1690428.024,1771538.454,2595007.802,3134848.009,2878805.949,2163790.746,2277376.213,2509913.43,2445289.36,3509564.674,3917833.638,3273133.838,3880265.273,4289639.463,3087088.944,4634877.633,NA,3693427.556,3322903.423,3930824.546,4589621.15,3852440.782,3409862.227,3140045.692,NA,4744346.574,3685621.625,NA,3551957.767,2368252.242,1485520.783,2939392.67,2251323.495,1528308.081
37,511.3837361,511.3788868,511.3855763,1084.879266,1084.654843,1092.587428,42,10,10,4,10,5,3722379.238,1628427.443,1163180.404,1347558.099,1419562.521,855118.6637,457521.1384,2917847.551,2209050.286,565386.3007,2177331.416,4403844.095,2058299.313,2041619.852,1579065.848,3918236.883,944293.1121,2654230.51,1937669.134,3182822.79,310561.6703,354562.3514,668060.7746,261088.8754,538774.8073,271663.1242,553274.4851,339591.6428,308675.3973,444750.177,90494.98636,65212.329,70608.71896,51769.437,47637.88609
38,517.2856994,517.2844973,517.2864573,598.7068301,598.1903951,599.9753713,30,8,9,3,8,2,850903.3789,1907176.447,1639812.35,NA,NA,1355287.837,687139.4634,4353909.206,1479873.148,1516240.19,610431.0437,810040.3083,NA,944548.4053,1095102.972,1803617.762,761194.7429,1279121.671,1487799.202,2117294.08,642562.425,958567.8331,2208325.891,NA,1097375.822,NA,1487139.826,747842.7213,660679.9056,1574649.443,NA,NA,NA,3538.221,6687.409619
39,130.007386,130.007347,130.0076711,744.6362385,739.9468676,745.3725701,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24604.008,NA,40783.8288,22166.59505
40,531.2649317,531.2627159,531.2658826,606.2871956,605.6540094,611.0512328,37,10,10,4,10,2,864771.728,3867535.02,1482453.773,553594.3797,460833.1728,967579.1158,667908.384,2413404.175,907869.9083,1803269.097,682769.9022,1132154.073,2489924.795,937556.8724,829957.1862,1772349.558,839253.0909,1336370.693,2294189.673,2127599.748,932539.1261,899381.435,2633966.313,1150245.096,3444644.259,1006776.49,1933731.395,1615280.402,980853.8894,1808299.384,NA,NA,NA,6232.915556,4554.7845
41,252.231553,252.1975261,252.2321794,882.6816642,870.344604,883.0663621,19,4,4,2,4,3,148298.948,NA,102681.0692,NA,206268.2083,163209.4464,NA,NA,NA,NA,202886.2334,NA,NA,NA,278453.8442,NA,NA,204692.0533,NA,174135.6713,241173.8687,NA,NA,NA,202146.1728,271166.8449,210315.3604,NA,NA,NA,NA,2560.709667,399149.504,234127.1152,NA
42,122.0963717,122.0959383,122.0967537,1391.721825,1390.631989,1392.407288,39,10,10,4,10,5,8387086.385,8478973.589,8673286.413,8755540.622,8659909.315,8665218.526,8763224.87,8455429.251,8376779.611,8055723.126,8107644.054,8974680.755,8918935.55,8839083.717,8639438.135,8785938.139,8700674.479,8722204.758,8212609.399,8481989.165,8497087.1,8400301.853,8695999.017,8837124.082,8926049.136,8533629.303,8618882.36,8435504.341,8302084.172,7920086.908,8145372.206,8590520.447,8744951.748,8643333.109,8891975.052
43,124.0867886,124.0864308,124.0871666,1222.039756,1221.174916,1226.996308,16,2,5,3,3,3,NA,NA,NA,NA,NA,NA,22079977.92,25151514.6,NA,NA,11568383.8,NA,13310793.81,NA,19657447.38,20516853.45,NA,NA,NA,10321177.14,13015773.7,NA,NA,NA,11024006.14,NA,NA,NA,NA,12679105.81,17460284.96,NA,NA,12212275.08,11436546.64
44,296.2581624,296.2571321,296.2588885,891.3459431,890.8238763,891.8087739,38,10,9,4,10,5,1451305.439,925831.303,906878.0092,1872085.897,1955752.656,1533234.074,1503611.298,939002.7126,1388427.736,1177289.228,1528818.087,1885769.66,1723470.586,1903207.262,1986751.251,NA,2295902.314,1484914.181,1458283.831,1268270.605,2439937.38,2615612.031,1972011.397,2242040.341,2022353.919,3081958.212,2064388.997,2177545.24,1956347.739,1565939.826,2330912.048,1909429.338,4056479.711,2650110.408,2016080.562
45,155.0698759,155.0694272,155.0700844,707.6174864,705.8530019,709.3946615,17,4,7,1,5,0,73984.54859,NA,NA,NA,NA,NA,66797.7024,NA,100013.8918,84871.3008,102242.0256,NA,69980.39395,85204.49817,67254.71015,NA,NA,72947.07822,55264.8096,97585.47376,NA,NA,82072.36089,NA,57074.03517,36487.58531,NA,NA,51193.7712,56319.58111,NA,NA,NA,NA,NA
46,124.0867653,124.0863705,124.0871868,1212.94998,1202.717031,1213.267613,22,3,5,3,5,3,NA,NA,NA,NA,10786461.63,NA,10393299.71,11034175.03,NA,NA,12217498.16,NA,13112650.05,12322294.01,11527835.79,11036974.7,NA,NA,NA,NA,12799873.67,11342078.4,NA,NA,11677052.22,NA,NA,NA,10830736.85,10338500.79,10899340.8,NA,NA,11579430.21,10742828.55
47,149.0230644,149.0227224,149.0234637,627.6118747,626.9515298,629.077489,27,10,9,4,4,0,5397257.933,508927.6442,1327698.372,1342940.725,1714189.402,972574.6428,496061.8796,1271163.628,1028886.83,725071.8039,1749849.69,3490275.697,1103908.251,2178080.886,2070975.51,2289155.669,NA,2015920.432,1647298.378,1094483.586,NA,NA,305502.3688,510507.1813,NA,255738.6711,255869.1847,NA,NA,NA,NA,NA,NA,NA,NA
48,129.1101266,129.1089022,129.1281022,522.8398726,521.9308428,523.0673093,3,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,576.3241889,576.3216936,576.3311754,651.9812778,648.2489091,653.4464612,68,10,10,4,10,1,1067729.52,1841494.889,1326899.302,1070347.262,726114.4176,1545557.068,1086077.054,1335529.166,1070783.114,1718723.301,1097420.872,716915.9818,681467.8045,820646.676,516311.4528,500201.9136,509276.1344,876789.206,930633.5909,901333.6274,1487128.991,1065113.607,1633148.05,1076355.841,1215079.609,1492547.049,1711208.116,1163845.541,1317683.496,1643007.932,NA,NA,NA,6632.33287,NA
50,313.2122235,313.2053734,313.2314034,569.6743896,557.3302528,575.2084971,62,9,7,4,10,0,1204946.303,1611901.218,1003488.658,842609.4651,1323963.195,941225.3153,1016598.655,NA,992398.6157,2587699.831,310558.9344,583888.2484,574990.3753,NA,NA,NA,506527.5072,388238.2866,1417.964667,2522.463429,2098151.827,1073553.462,718506.7514,3061785.467,1857065.496,1537132.008,3534660.399,870443.7456,3903644.659,456633.3706,NA,NA,NA,NA,NA
51,172.0421979,172.0414921,172.0606186,580.3347894,572.1344611,580.9481509,5,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34215.58669,35324.8896,561.4752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,239.1487845,239.1445906,239.149674,351.426963,344.8997363,351.8614774,40,10,10,4,10,3,1160523.779,782745.636,2760779.736,188378.9838,1073400.642,932134.008,380034.5875,3382035.158,2196183.324,970731.1364,1643992.764,2508198.762,2930036.124,4201708.368,4520427.226,4543090.781,2900142.274,4560896.683,3037889.343,3471974.563,1041541.718,1638296.198,3348663.572,414542.588,1972707.273,497280.0455,2029486.43,275681.5776,385198.2545,1222216.909,114178.816,77642.41148,60416.33575,NA,NA
53,294.2425504,294.2419396,294.2435007,946.7503287,946.4952243,946.9857497,39,10,10,4,10,5,1856859.359,922726.7037,1031590.211,2247230.009,2977436.954,1947043.934,1758723.676,1227301.788,1884364.384,2020151.481,2060922.797,3047372.876,2536129.742,2572898.284,2607790.074,1490899.28,3304216.391,1751256.443,2294239.398,1437658.474,3701159.353,3611633.459,3018001.131,3583046.264,1990870.919,3470424.439,3516195.59,2386402.565,3005974.924,2828354.302,1719265.836,1208288.276,1633357.974,2109437.881,1166490.992
54,633.1348827,633.1317908,633.1362625,826.3166466,825.7141941,836.6416224,23,7,7,4,4,0,183375.6668,195992.1125,130949.1309,NA,47765.41818,95081.5008,NA,341893.2162,91410.1075,NA,58556.46316,NA,41203.44857,NA,26031.66567,97103.6861,NA,49987.7664,41726.99757,77220.50217,NA,NA,20046.23711,NA,36908.86,NA,36145.1376,NA,NA,21955.4,NA,NA,NA,NA,NA
55,124.1119358,124.0838106,124.1133589,980.3422595,967.5839927,992.4866099,22,4,3,0,5,3,1790.1312,146624.1139,591455.1109,NA,NA,NA,NA,111431.2422,NA,NA,3671.791333,1940.4528,NA,NA,3257.178889,NA,NA,NA,NA,NA,NA,4644.1824,NA,3204.8016,2731.417143,2702.4525,NA,2571.629,NA,NA,4720.522667,1589.934,NA,4742.386154,NA
56,555.4099737,555.4063695,555.411863,1083.232758,1083.066642,1090.05007,40,10,10,4,10,5,3325311.977,1451583.172,1011669.746,1089433.857,1189390.538,791917.1563,356661.4136,2528768.61,1803304.445,438795.9727,1537858.883,2881516.617,1414489.43,1562711.68,1176242.227,2920104.361,605151.7975,1967780.861,1336096.841,2314287.412,201610.8713,247731.2071,647949.8767,175445.3543,402240.7493,186387.5224,408104.2243,235335.8949,212704.1732,322556.7107,46361.81667,30562.42333,33611.80233,23576.4672,20836.46657
57,229.1904644,229.1895651,229.1906086,644.0243502,642.8847954,644.1919576,5,1,0,1,0,3,540.1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8496.806667,NA,12919.90776,12443.7456
58,298.2738773,298.2732741,298.2747049,965.2539197,965.0614557,965.5682981,33,6,9,4,9,5,NA,NA,804561.0319,1548963.737,1893503.877,NA,1029205.819,NA,1106876.213,1113357.274,2228337.546,2035351.031,1752014.701,NA,3070683.158,1517163.799,2694503.124,1965183.792,1935981.922,1539234.84,2637291.167,3763571.698,2009558.596,NA,1711800.783,2346434.831,2106577.738,2725551.226,2299510.531,1719975.929,1993046.33,1084047.714,2561470.454,1647434.321,1233664.413
