PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
452,186.1134056,186.1103848,186.113848,698.9978863,698.5581956,709.5436899,26,6,8,4,7,0,NA,NA,NA,19127.50522,22394.84322,23367.83189,NA,16579.69267,19206.62475,16986.06778,59418.97233,NA,30363.5904,NA,61963.72686,99388.32842,24015.65992,37308.80508,33427.11883,134902.1539,NA,NA,23951.84076,NA,20356.7845,31636.666,26284.267,21406.0704,18149.09557,22691.0679,NA,NA,NA,NA,NA
453,601.3076849,601.306517,601.308677,668.0857044,667.5434231,668.5785588,34,10,10,4,10,0,79655.24545,256716.7719,175980.6048,135339.2409,57277.35233,202925.9097,135342.8334,203310.4389,126371.0481,256488.8934,116536.1981,53511.65455,92094.4779,103568.5936,70606.63581,60458.59347,71819.71818,137613.2035,107992.4335,111001.4727,196744.8635,159154,279772.5326,110031.7991,184528.0448,184887.0901,263052.7135,159743.5731,222515.6138,282388.1793,NA,NA,NA,NA,NA
454,595.2275268,595.2263183,595.2306973,590.4814971,590.1596591,597.333382,35,10,10,4,10,0,117445.9584,234486.5273,140544.0896,89848.50958,70749.67727,105176.6272,98352.93933,255823.3392,214463.2409,276927.264,75496.20183,91722.70667,147541.4136,80639.49091,45134.77461,96570.42545,55597.32655,83759.81073,139871.3017,140432.1701,171553.3689,112580.8902,219041.3214,198061.4512,249838.5641,122885.9243,217207.3417,194944.7325,197811.2842,168206.7249,NA,NA,NA,NA,NA
455,323.1707722,323.1700774,323.1715614,534.5680181,534.1084339,534.8855224,34,10,10,4,10,0,138391.2098,303150.688,144583.8727,94090.73713,105021.354,139911.6227,34279.05909,211419.2182,77286.20558,31570.56347,55010.8416,54794.76632,51166.95448,92115.42922,58185.13696,62138.49409,41308.10909,65498.92052,109421.4636,66043.3488,20366.46818,62360.8701,158456.6545,14004.36232,46744.5793,41076.4681,95119.35876,64119.40455,33087.68019,137631.0494,NA,NA,NA,NA,NA
456,251.0961195,251.0954702,251.1067097,891.8304185,887.1710914,893.493577,12,0,6,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050.017143,NA,NA,1732.4105,5911.198235,1226.020308,NA,2798.762769,5677.694,3251.253882,NA,8094.277053,NA,NA,NA,6593.298889,NA,NA,NA,NA,NA,NA,NA,NA
457,289.1659891,289.1649913,289.166511,891.4683813,890.9024412,891.7859378,11,3,3,0,5,0,NA,6115.1376,NA,NA,NA,NA,1004.722286,2204.349714,NA,NA,NA,NA,NA,NA,NA,NA,775.745,2052.52,NA,1369.755,757.2095,1646.933333,3167.736,NA,NA,NA,1506.501667,3563.211684,NA,NA,NA,NA,NA,NA,NA
458,353.2049591,353.1770787,353.2065157,890.9841449,886.3495273,891.652342,4,1,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,622.5648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.7072
459,469.2554368,469.2546187,469.256445,890.3479809,890.067562,890.6293138,15,8,2,4,1,0,NA,111586.5285,130104.2119,72265.93324,NA,161263.3507,141612.116,86973.93214,180767.5909,302033.0516,64213.38,NA,NA,NA,59539.42307,NA,NA,NA,NA,NA,NA,NA,NA,97582.82679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,291.1601393,291.1597253,291.1604641,1075.70662,1075.375218,1076.768344,8,0,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69524.89943,NA,78088.27727,150925.9093,133053.5749,NA,70261.38619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224149.4112,364262.8704
461,471.263192,471.2619689,471.2641807,1073.388927,1068.949171,1078.189759,19,5,4,0,6,4,623901.067,NA,961391.9928,490400.6582,448725.2173,NA,NA,NA,496416.8352,NA,516564.8137,NA,NA,NA,NA,NA,776370.6998,409399.8429,NA,821442.1416,NA,NA,423604.4426,349197.4867,NA,476763.0513,NA,552973.8727,385936.2232,476944.8815,1224612.315,1246068.595,694064.6484,682820.8585,NA
462,639.2539264,639.2523008,639.2567588,609.6780502,608.7601975,616.7225408,36,10,10,4,10,1,93771.10991,189593.4063,115992.8899,93705.9552,63402.38133,104736.5257,95495.00478,229754.8877,189569.5182,272815.8182,80946.4656,82090.47552,123289.3567,73034.95852,42924.68918,81897.08165,59223.00771,81919.12696,118003.1424,142380.9695,175502.8402,112702.2286,209103.7956,201525.3113,254629.0032,131669.1445,224832.505,167469.8791,223855.4409,166697.8227,600.6538462,NA,NA,NA,NA
463,209.0454363,209.0450503,209.0456788,813.381656,813.1071717,813.7252411,20,8,8,4,0,0,270423.4557,NA,69734.31183,31073.266,203174.757,43453.68182,41546.63905,81941.96815,89508.88086,NA,133338.781,303162.288,NA,270655.7744,264543.728,284016.2015,97958.36209,199470.6241,NA,132170.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,294.1381483,294.1375053,294.1384341,812.5567729,812.3533656,812.7859081,8,7,0,1,0,0,22435.55033,NA,18803.2416,NA,30382.86092,NA,11021.5248,60531.56182,56631.556,26128.46371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,293.1758136,293.1750777,293.1765022,947.2988708,946.9853726,947.5382437,39,10,10,4,10,5,131050.5457,111975.2833,121636.7977,152022.9101,167689.8736,145297.9343,106247.3752,174354.7473,154812.323,167209.0408,154332.9216,147248.0441,128270.8724,159948.1252,255222.237,202148.8656,177925.3591,181612.7962,201313.2343,192262.855,171223.0083,161843.4744,207079.5528,177417.4813,163693.901,174556.933,210139.6529,130655.4955,165492.5682,197101.8002,103994.4048,99300.46708,124257.2183,255600.2877,181280.9909
466,374.2544799,374.2541449,374.2563141,946.9853726,946.9692737,947.1010503,3,1,0,2,0,0,1210.8096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,725.3275821,725.3257957,725.3287962,714.4700132,714.1596009,714.7991818,34,10,10,4,10,0,101041.1407,180860.6298,108724.1156,81185.93125,56232.6336,97528.82567,113000.269,176749.0028,187818.7012,216174.816,60341.41391,37117.7664,71421.2928,48400.612,35917.01357,71664.18133,48133.8,98127.13567,94463.03617,89278.288,159718.1909,131464.7182,166253.7455,137133.1951,160743.6182,123331.9146,277697.5344,108894.6144,207791.1264,226454.9221,NA,NA,NA,NA,NA
468,607.263358,607.2488484,607.2652124,715.2348276,707.288819,715.4855055,10,5,0,1,4,0,NA,651.3936,10311.1008,23234.51775,NA,18437.21133,NA,10508.49176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16728.2544,NA,NA,21559.54365,NA,15575.1024,NA,5851.803571,NA,NA,NA,NA,NA,NA,NA
469,471.244388,471.243251,471.2452062,580.3022514,579.7397399,580.8450432,34,10,10,4,10,0,65925.9744,138460.1976,123849.2063,63822.42491,61166.4768,119424.1445,65552.12648,269873.6359,108112.5502,110465.7206,62388.39545,66701.12819,109563.5595,101319.504,126896.0513,158520.953,94961.15455,151426.2623,142999.8832,165094.5241,57563.33857,96945.87078,182319.3775,35708.96905,85094.57426,50206.02114,130673.4,68419.26939,62289.4272,152132.9062,NA,NA,NA,NA,NA
470,491.1801235,491.179004,491.1808618,580.2726746,579.8857008,580.7053147,34,10,10,4,10,0,59642.05775,123523.1753,66841.1499,29343.62608,42069.456,65764.40482,50328.71183,97024.36364,71352.04552,64924.87091,30095.03033,21036.61158,35515.0224,21112.54545,19151.2464,48288.68765,16463.70375,39022.7875,35291.652,36210.80765,56146.64829,31632.13925,106730.9182,46843.62267,63954.91064,65183.16052,62383.52661,51570.11661,41350.7952,64274.79845,NA,NA,NA,NA,NA
471,593.2482797,593.2389169,593.2493688,695.2353172,688.6324386,695.6783186,35,10,9,4,10,0,96602.77017,172919.341,104532.3349,75249.11661,47755.64114,74318.23461,91486.98617,156850.502,172963.6364,219917.6038,53868.93067,NA,76898.54296,48363.0576,29783.5824,69418.51038,39631.09617,83067.39933,99425.71286,85858.344,127185.1163,118702.584,139756.7489,119605.0409,168708.8612,112140.6,257379.9537,107550.509,195819.8392,187591.9015,NA,NA,NA,NA,NA
472,610.4186251,610.417551,610.4200586,632.1153169,631.5380247,632.4854798,13,2,7,2,2,0,NA,3976.728941,NA,NA,NA,NA,NA,NA,8619.338308,NA,NA,24792.14091,10468.96422,1435.391077,NA,NA,1334.3616,9346.995474,7224.039652,10006.254,NA,NA,NA,NA,NA,NA,NA,3458.875684,NA,3332.050364,NA,NA,NA,NA,NA
473,529.2500217,529.2486428,529.2509112,608.1227276,607.5397524,608.6450311,34,10,10,4,10,0,58092.0912,224339.5235,99695.45348,61220.63314,37361.92767,78874.224,65305.16673,154754.0103,69905.9299,113580.9472,59252.7936,74667.9519,184207.4631,82306.14496,82522.50313,125161.5667,80506.33636,117634.4909,166585.9455,141355.3525,75516.17809,84918.66508,184675.0591,95483.47727,196351.6263,83862.77891,138664.0528,133991.2227,84861.6912,147372.1805,NA,NA,NA,NA,NA
474,360.2756287,360.2746667,360.2763508,978.6876459,978.2531547,978.763559,11,5,2,0,3,1,21120.53567,17954.1648,15630.9185,NA,NA,23442.75,19143.0096,NA,NA,NA,NA,NA,NA,NA,29022.56853,NA,30763.26122,NA,NA,NA,NA,26888.29545,22561.2816,NA,NA,NA,30730.38411,NA,NA,NA,NA,NA,NA,13701.2304,NA
475,431.1840235,431.1828157,431.1851263,978.8550606,978.4701346,979.4429676,39,10,10,4,10,5,213421.9206,140194.9135,186262.553,124290.5664,152722.9034,131441.266,137160.1921,159512.8295,196348.1944,194477.1199,148914.48,134810.7409,150509.25,197394.239,170154.4416,166763.0273,148050.9987,155409.6889,178532.4904,145218.3045,136686.5892,145574.5362,193465.3182,147085.2425,157895.8955,139757.4576,158677.5486,143207.2083,121542.2799,140607.1972,218055.6188,175109.8955,169361.8169,150510.988,153493.9996
476,449.1498502,449.148351,449.1508965,1007.389475,1007.04969,1007.818605,38,9,10,4,10,5,NA,92977.66,42514.9296,161520.0277,106839.1973,132442.7162,99352.95138,129062.9584,120169.0381,97603.20592,153937.0876,119135.7024,139049.8545,70257.1584,203823.2031,134000.8093,171364.6776,179609.0078,110952.0139,152552.6785,166888.9282,159441.7779,172931.7012,151739.3777,155430.2427,202169.7838,179812.7493,182950.9968,143475.6625,176971.9182,328380.6069,260539.9315,227287.3424,198615.8356,200464.8044
477,549.0758922,549.0742801,549.0766565,1007.559116,1007.16429,1007.762712,10,0,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6883.237,NA,NA,7433.712,7672.520333,NA,NA,NA,8802.835714,NA,NA,8384.014074,NA,NA,10188.89489,NA,7416.732083,NA,NA,NA,NA,NA,6625.468522
478,383.1919244,383.191095,383.192558,524.653996,523.8281334,525.1834735,33,10,10,4,9,0,58942.5408,149430.1713,90449.66191,39767.11726,54712.28435,96920.03636,40516.1328,239236.9369,69619.56884,72868.94743,43725.86526,62098.608,79528.21543,73816.1424,90014.62242,124700.6045,73010.3419,109792.7864,113940.6109,108876.4922,36079.39091,61353.53419,130268.131,NA,76285.1232,33642.1687,83594.71426,44246.0304,38014.2048,112722.7009,NA,NA,NA,NA,NA
479,491.1282901,491.1276907,491.1288896,524.9511936,524.657386,525.2450011,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,449.1501039,449.1488591,449.1600215,967.6854617,963.4464989,968.1290508,43,10,10,4,10,5,31954.46524,75332.85104,55456.12273,112934.8154,83209.3787,93364.68273,83391.18464,105466.5516,101530.6348,91433.981,102926.9945,93813.66887,90355.41043,70708.90657,134983.0182,84566.86364,113354.4078,123311.1443,85975.032,111106.5439,116066.2305,113578.1215,131413.098,111673.1616,98068.26927,129702.8126,125499.3168,120334.619,98346.0192,121164.7008,231880.4734,183529.6368,146840.8656,138875.88,140713.6862
481,549.0750584,549.0740605,549.0780521,967.6854617,966.7958271,969.1999671,17,2,6,2,4,2,NA,NA,NA,NA,6244.007524,NA,NA,NA,NA,6018.874571,6819.822,NA,NA,3790.640615,7435.7712,NA,7630.409043,NA,6258.787158,7557.55,NA,8760.96713,7947.354,7899.863478,4609.161,NA,NA,NA,NA,NA,NA,8705.836364,2239.604545,NA,NA
482,549.2223359,549.221096,549.2228971,679.7809687,679.3714778,680.0509487,34,10,10,4,10,0,86671.546,173460.8855,101989.5182,65658.51552,47540.53192,77256.86191,89960.3955,162679.4305,170654.6594,204042.1591,53045.775,46208.74545,85074.4752,40934.03305,27939.2256,66883.06717,41813.95909,75828.08182,101377.4937,86914.36086,123033.4273,116818.1577,141680.0995,118779.3019,189450.5314,117700.5523,238222.3803,125904.0011,182098.3735,195815.4553,NA,NA,NA,NA,NA
483,557.3177453,557.3137283,557.3185483,678.9585493,678.4722038,684.0747726,32,9,8,4,10,0,27600.75086,62262.79658,49111.9299,NA,31621.45909,52908.99667,27887.78233,70443.27714,34068.34545,44931.96157,24923.184,NA,11454.32533,30033.20817,18691.05455,NA,16085.00291,30797.45658,41556.30183,21978.22171,29111.16436,34715.58636,61648.44809,24710.46364,22640.18526,27793.74435,65210.99514,21734.57661,33775.26818,62252.50336,NA,NA,NA,NA,NA
484,498.2929992,498.2911691,498.2957823,717.9602077,716.9700433,718.8176826,21,6,6,3,5,0,NA,NA,3608.775882,1885.709846,2846.069538,2786.964444,1415.415714,4643.936364,NA,NA,1525.613143,NA,2393.4768,2780.505125,NA,3722.092,NA,4415.6112,NA,2961.252857,574.6602857,1632.213905,NA,NA,1367.767429,1338.409091,NA,741.2727273,NA,NA,NA,NA,NA,NA,NA
485,435.1777525,435.1765073,435.1809065,661.9608606,661.66789,662.7441813,8,5,2,1,0,0,3766.82625,NA,NA,NA,2115.279333,1934.087333,1337.1072,3303.781714,NA,NA,NA,2576.0592,2125.7808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,505.1960194,505.1948712,505.196717,662.0378366,661.7353048,667.5353085,35,10,10,4,10,0,93994.38038,208898.8909,110746.8803,56159.53282,48638.05036,75865.51567,87860.75791,165220.3941,169949.9025,192045.1104,51571.4893,49332.25819,98061.485,42914.88636,25646.54118,65297.20455,37572.1632,68876.95581,106155.3592,89192.8752,120315.624,115219.4511,136636.2163,115161.6154,203522.7895,111116.4912,228711.1459,137604.2806,171695.2364,191240.4882,NA,NA,NA,NA,NA
487,246.9052688,246.9049205,246.9076963,927.3888897,925.0783863,927.9819029,5,2,0,3,0,0,299.782,NA,NA,NA,NA,283884.5586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,573.2761733,573.274175,573.2776967,625.646598,625.1901181,633.8671378,36,10,10,4,10,1,45679.55909,190225.4785,82527.01381,62883.26364,31046.38324,69714.53592,60375.53653,120444.7568,55098.0144,107015.0727,55645.0535,58401.8713,146900.35,69100.57391,69136.956,91009.785,68320.824,102622.0373,130474.7664,118890.495,74449.68276,81798.90133,160593.3511,94052.5872,204815.6647,90626.41555,121915.837,118050.6248,111225.9136,130908.6344,NA,NA,NA,NA,785.2
489,683.2800871,683.278762,683.281694,626.4597196,625.9049991,627.0544934,34,10,10,4,10,0,66739.60608,121004.5364,73241.65229,71895.21818,41596.05848,70201.27273,69805.62924,153657.3584,120796.1838,179629.6,60423.792,55675.8493,82498.18581,53661.96818,31088.69589,57645.652,47802.05667,62207.88182,81144.64257,94143.00909,124249.6537,75885.59171,138275.4469,134403.6862,154463.8559,88431.30467,149376.4003,117092.2636,153042.6182,119951.832,NA,NA,NA,NA,NA
490,367.2339628,367.2334013,367.2365229,826.2258092,825.7005071,827.7651184,6,3,1,2,0,0,2130.472727,2477.904,NA,NA,612.9552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384.814571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,429.1800687,429.1790981,429.1928094,826.7433093,821.2807639,830.3776051,34,9,9,4,10,0,59019.4176,122296.5744,59923.80267,NA,27058.96162,41819.456,55162.18588,110348.0545,115492.9776,94655.60139,23039.52367,29263.344,52656.55527,38267.11086,NA,49006.259,22447.29231,62112.36571,69533.32192,56846.41009,71592.27886,92505.24164,103618.2591,61666.8624,89852.86857,85437.17273,165580.4227,81711.59324,88650.74426,215949.6369,NA,NA,NA,NA,NA
492,473.2083711,473.1888301,473.2175831,825.9128247,821.0899015,827.4515879,6,2,0,4,0,0,NA,NA,3970.1376,NA,NA,NA,NA,NA,5374.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,489.2013786,489.199954,489.2086416,792.0397888,791.7749098,797.6048255,38,10,10,4,10,0,43160.61835,88814.08182,71769.61364,36378.64545,19359.10622,40719.55,41600.72233,68963.9808,101295.6045,161390.8125,24178.45543,20658.54556,49347.15791,15066.94211,14525.55867,38443.91364,20268.00235,33905.67727,70089.6768,52679.05171,54270.216,80503.27036,65730.3,63002.69091,151602.5669,66107.11364,173120.8136,54840.46533,154506.173,134874.8247,NA,NA,NA,NA,NA
494,637.2746999,637.2731428,637.2754616,708.911502,708.5800749,709.3243597,34,10,10,4,10,0,63869.80676,123815.906,75510.82771,50766.65722,35282.33767,61962.7008,75214.10625,117741.856,140966.05,182706.2868,38842.98448,30095.93875,54401.32939,34438.14767,22100.40409,50327.51057,30938.85842,61963.3872,75603.73467,69245.02692,112468.0128,99934.60783,112299.8259,95554.17273,132601.2852,82997.76209,207898.6027,84857.5728,170994.4593,164045.7136,NA,NA,NA,NA,NA
495,771.3560388,771.3551905,771.3580765,708.698695,708.6914898,708.7344517,3,1,0,2,0,0,NA,NA,1092.7488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,471.2346668,471.2335805,471.2359349,816.1893502,815.874584,816.6264695,32,10,8,4,10,0,84600.8592,221671.5072,296525.6628,108434.8421,64009.27337,162100.4974,263162.328,244008.336,348852.81,214989.4032,60124.5216,NA,69066.2544,49444.5809,76882.21871,NA,36631.10658,94048.97727,115476.3924,103367.7216,123408.4202,248888.4955,145972.3864,182273.8985,141456.6355,187853.4273,299446.3979,197396.2361,246094.3091,173219.086,NA,NA,NA,NA,NA
497,531.2821008,531.2752688,531.282636,815.4664005,813.4802977,820.2189709,20,6,5,4,4,0,49359.37393,NA,NA,NA,33348.18092,NA,12645.308,43919.9904,38072.38185,18977.95455,32796.98759,NA,NA,16379.12659,NA,47670.249,16766.6928,NA,35101.28908,NA,NA,11610.94617,17742.0672,NA,NA,NA,NA,NA,4933.708,21890.71333,NA,NA,NA,NA,NA
498,709.3322491,709.3260058,709.334122,815.777817,815.5648282,820.2109386,34,10,9,4,10,0,32154.7093,58926.63109,42869.7984,28294.78142,15259.66,32130.00078,34473.3,49818.2159,69418.40236,106748.2416,17489.91818,11760.7776,25837.40522,13784.00727,NA,25628.9021,15856.64,28032.94171,40890.64076,35124.352,59560.9872,59335.45591,52963.657,47478.06629,85670.622,45549.06643,104057.3346,37691.82558,101019.4894,98720.36818,NA,NA,NA,NA,NA
499,413.1853971,413.184015,413.1863556,938.1628489,937.9890154,938.6863995,10,4,0,1,5,0,8155.50775,NA,NA,NA,NA,NA,NA,16059.80225,17730.16235,14917.19482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10544.47311,NA,12400.5024,NA,NA,NA,23717.00817,NA,14483.7264,30661.92273,NA,NA,NA,NA,NA
500,417.2380727,417.2267398,417.2391866,938.7609935,934.8710901,941.6045235,25,7,7,3,6,0,12129.569,12013.87286,4035.64,NA,NA,6884.181333,NA,13627.14833,13049.1504,14502.58971,NA,3244.984,NA,4715.469143,1972.0272,NA,1238.059429,538.9585714,9855.36,5820.8335,7278.886364,NA,NA,7097.7235,8367.463385,NA,8379.825867,NA,6390.6285,9632.968,NA,NA,NA,NA,NA
501,429.1189958,429.1183366,429.1403261,938.9783018,938.7825882,943.4470547,22,9,8,4,0,1,228902.0448,30383.43619,113835.3216,98694.047,238042.4358,48133.92933,67062.53182,91306.9872,49513.45933,NA,104743.0648,133571.3808,NA,227986.9572,147105.2694,216196.0534,77439.46908,190828.8096,NA,124616.7954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.2,NA,NA
502,471.2632789,471.2626159,471.2636876,1087.10518,1085.699321,1088.105775,8,1,1,0,3,3,NA,NA,362487.0318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508389.0753,NA,NA,NA,NA,NA,NA,NA,NA,380310.5648,NA,438207.7763,291758.5366,NA,NA,777223.7593,514773.9168,514328.5763,NA
503,209.0851678,209.0846486,209.0857822,907.2642445,906.7842535,907.7475271,30,9,7,4,8,2,8327.4048,NA,42525.41829,42635.83722,14474.72273,40515.96632,4216.730714,26433.92273,42997.58835,57621.2208,125816.0565,NA,NA,32798.49733,10006.06152,183218.5955,44975.35,NA,31170.7968,27375.6179,31651.35771,9427.932917,27412.08661,12499.68352,74490.62308,NA,57667.2096,43081.2096,NA,28707.21684,90032.3424,84568.5984,NA,NA,NA
504,497.2868947,497.2857936,497.2877342,906.2931539,906.0037012,906.7842535,22,8,3,4,7,0,136701.0658,189254.0845,208842.815,113017.8178,116659.8576,NA,257059.9493,233389.728,281329.2768,NA,78535.75067,NA,NA,NA,54917.26744,NA,NA,77680.11267,NA,NA,NA,NA,121847.6688,77034.31815,55644.36708,100702.9188,70845.4032,46428.83733,93891.59807,NA,NA,NA,NA,NA,NA
505,605.2852901,605.2839164,605.2942911,905.9673081,905.7508846,911.8695006,10,5,2,0,3,0,5931.567429,NA,13428.7296,NA,510.7146667,NA,NA,10344.02518,NA,29980.35939,NA,NA,5026.705333,NA,NA,NA,NA,923.4385714,NA,NA,NA,NA,NA,NA,23304.94043,NA,NA,NA,34256.58695,33118.41896,NA,NA,NA,NA,NA
506,393.1554278,393.1544985,393.156258,877.8940815,877.6482878,878.0980066,19,10,3,4,2,0,38132.79887,89871.91833,62757.73391,40426.80112,28483.6113,61942.24,41704.50667,69815.30087,74454.81267,46250.61364,14466.94729,NA,NA,NA,15692.35091,NA,NA,37789.62496,NA,NA,16375.26364,NA,21867.06643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,561.2588449,561.2341024,561.2731147,877.3819138,871.4133078,877.987649,29,7,7,4,10,0,499.6992,65508.88448,55885.78636,33535.20057,NA,NA,37692.06642,NA,87643.6704,142186.0416,NA,15684.08933,35304.984,17794.21864,NA,31586.82895,NA,36491.0832,52916.88756,49137.326,58485.73182,87323.428,69698.52852,55586.53182,112606.2863,62933.335,170883.9352,47006.3,140055.2455,188933.571,NA,NA,NA,NA,NA
508,383.2107522,383.2099514,383.211208,1059.631779,1057.219943,1066.155154,11,0,3,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232280.7406,NA,NA,NA,NA,NA,267801.0192,NA,NA,423147.3333,412433.7868,NA,NA,455389.1023,468552.4272,509504.0906,NA,524385.0216,NA,545715.4849,731070.7086,NA,372099.6909,NA,NA
509,427.2369243,427.2365261,427.2375533,1060.450284,1057.909524,1066.155154,8,0,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358451.717,NA,NA,333674.032,243261.5328,NA,NA,NA,NA,345848.2918,NA,NA,NA,NA,NA,495894.9692,440779.9818,370079.9857,NA
510,757.3533771,757.3520685,757.3550211,647.0028282,646.590281,647.3112638,33,10,10,4,9,0,47015.0361,45466.6887,40554.18308,53253.72783,36202.1088,36516.15305,33305.94933,156702.7472,81919.71067,53371.032,26573.92495,25450.94243,23607.17861,25610.28636,14587.82021,19565.48182,20846.23636,21839.40455,16687.50867,33787.97918,24582.62373,22721.22326,47517.05733,NA,24451.49339,30343.73517,37541.60619,44187.17983,25417.41818,34385.57757,NA,NA,NA,NA,NA
511,503.2710148,503.2694366,503.2733979,573.0252255,572.2172797,573.6852201,9,1,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,2947.831,NA,NA,NA,NA,NA,4724.4912,6843.692857,5353.4202,NA,5754.003692,1518.169333,3165.4515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,533.2273999,533.2259648,533.234547,750.070607,739.8812062,754.7137175,36,10,10,4,10,0,70746.65752,114672.293,62021.38286,63226.52558,34157.7481,61897.62292,62708.24091,121675.5912,99946.9,109780.6484,34448.48374,31087.7424,40979.76142,27981.7824,19673.92727,46989.5712,28141.20389,59086.6848,60708.83791,57380.76124,83744.02227,71111.81191,109939.0099,79849.01974,94483.83695,78570.79091,137160.85,72558.24545,96125.901,169581.9832,NA,NA,NA,NA,NA
513,457.2190106,457.1831409,457.2201351,784.3005452,779.2328209,803.3849648,47,8,5,4,10,0,NA,204705.1487,141113.144,85160.56818,NA,108495.2462,188214.7636,149818.7045,180097.0136,228090.5679,43554.1392,1247.956,NA,NA,60942.81733,NA,NA,51263.29705,33478.75909,NA,160860.7477,96522.34052,84445.0464,143444.2876,135104.7984,125235.6958,157569.984,143710.939,220727.073,59688.25009,NA,NA,NA,NA,NA
514,515.2608975,515.2571014,515.2621063,785.1080556,783.3325857,797.7533579,66,10,9,4,10,0,59538.10284,105579.3024,20721.54,55101.4464,39315.41911,82920.73433,101561.1168,135798.618,151550.0524,119061.1044,37608.73263,NA,53454.35305,31648.81547,36530.7245,40657.5312,24804.51116,59884.64233,47501.80071,47971.90811,73891.38494,71071.2288,77085.08421,88987.18235,67454.59684,81579.47824,138982.1488,90523.50353,107165.4593,97893.78233,NA,NA,NA,NA,NA
515,517.2326192,517.2083359,517.2452128,849.9895926,838.258148,857.6260304,28,8,3,3,10,0,785.2416,78062.6015,37474.01587,39485.443,NA,34758.972,43853.56543,76343.40781,90680.9904,NA,NA,NA,32332.1856,5006.976,NA,NA,NA,NA,49848.41667,NA,60822.86,67418.19217,79037.78694,51035.76558,63632.77273,59728.92789,138765.3696,53644.78971,76051.00952,162934.1051,NA,NA,NA,NA,NA
516,235.0545238,235.0541269,235.0550216,586.028545,585.3995706,586.6666104,19,5,4,3,7,0,17855.47176,15598.44,NA,NA,NA,NA,NA,18971.09091,18053.99833,12524.0544,NA,NA,8803.985294,10599.3888,NA,14723.54689,NA,NA,NA,9911.616,4948.604706,10394.29091,NA,NA,NA,6258.100737,18830.17505,7805.0544,11023.92211,14015.21267,NA,NA,NA,NA,NA
