PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
124,331.2687899,331.2684195,331.2700397,877.9046502,877.2611504,878.5529479,5,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.5488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.4336,NA,NA,NA,NA,NA,673.9325714,NA,NA,NA
125,829.3749969,829.3732443,829.3760887,682.9185285,682.4707282,683.2166535,34,10,10,4,10,0,47194.57792,98872.05455,55779.004,34243.785,23752.43922,52393.50765,61635.41175,82039.14717,92072.18817,119336.2832,27449.05455,14825.32189,34231.4544,19359.59579,16657.506,35906.2704,19177.48381,49667.904,46655.56733,46256.7807,92118.4895,82653.10629,90084.95513,71130.90033,107980.8233,71903.57562,178264.7883,56316.39533,119486.3,135558.3683,NA,NA,NA,NA,NA
126,535.2063797,535.2049683,535.2071497,603.4093186,603.0591648,603.8589948,34,10,10,4,10,0,88525.33233,165976.5236,96552.57764,51578.03475,63353.3472,100548.6321,80891.58209,151857.2682,112270.3296,115355.0665,53792.41492,28828.8,50640.1153,34582.20709,30442.91118,72646.56,27170.4576,65444.08636,53485.4179,53646.93757,83730.18636,49991.87029,153588.2773,73089.27571,75255.65455,98942.50067,120833.1614,78292.12727,71508.14267,97459.8768,NA,NA,NA,NA,NA
127,116.9282517,116.9279932,116.9285931,1060.284168,1057.748859,1062.049922,18,3,8,0,5,2,NA,NA,72186.23636,NA,NA,NA,NA,68317.23354,NA,48930.76233,54593.58112,76788.9408,NA,76895.37727,88408.39762,50643.92447,NA,71006.7959,69863.1648,51970.0896,80579.928,NA,46023.8064,NA,NA,NA,94084.49662,82904.09714,71579.1648,NA,NA,146783.8944,109829.0887,NA,NA
128,525.3183134,525.3170061,525.319085,940.571877,940.1163202,941.2599492,17,5,3,3,6,0,NA,135413.324,86833.08117,NA,NA,76562.54233,162765.1294,202315.0272,NA,NA,15803.37092,8739.810667,NA,15925.41086,NA,NA,NA,NA,NA,NA,50818.54415,NA,53077.87273,NA,NA,30486.13282,33482.08533,27061.39985,25713.9168,NA,NA,NA,NA,NA,NA
129,543.3019839,543.3012024,543.3027432,646.9405047,646.4018508,647.345027,22,7,4,4,7,0,NA,127917.1779,97036.52809,44526.90514,33330.5273,72588.1728,NA,147501.6045,NA,48959.69091,38512.83524,NA,NA,50417.52727,NA,NA,29332.43636,NA,36484.9056,NA,NA,69537.25429,131926.08,NA,NA,45246.23238,108633.096,46123.61235,32963.91339,147593.9054,NA,NA,NA,NA,NA
130,305.1062742,305.1055586,305.1067748,573.6607162,573.1376693,573.9126845,14,0,10,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26861.52727,175392.6773,86877.22148,62696.89374,84444.39433,92207.22943,33495.708,55264.86435,102532.9696,87358.43617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,327.0871105,327.0588442,327.0875997,750.4156176,745.689233,750.7811121,8,1,6,1,0,0,347.3184,NA,NA,NA,NA,NA,NA,NA,NA,NA,7797.329231,21101.956,18033.13038,NA,29930.94545,22144.02229,NA,29315.4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,357.1224887,357.121436,357.1233076,740.9088774,740.5542393,741.2948408,34,10,10,4,10,0,30951.58588,82912.04091,56833.92,17682.39275,13375.95033,31345.1424,34243.8096,51249.19633,68867.34648,121841.704,15806.1753,15036.41713,43649.71029,9941.921182,7005.613263,21992.24411,15827.25838,18784.82864,44169.98705,41821.87781,46530.3696,62862.59739,46749.89583,54692.20705,162942.0409,56911.27667,122746.3102,54675.72727,117137.5636,90593.82273,NA,NA,NA,NA,NA
133,341.1275254,341.1264835,341.1302165,784.3096432,784.030272,788.5330667,33,9,9,4,10,0,43212.312,107722.7136,40540.50704,32455.52333,NA,29565.84867,41688.08061,90749.424,74389.01973,55611.27114,18144.786,23980.09133,33238.45252,29140.30333,NA,25367.31364,18435.98896,35150.34947,44288.28975,37208.88383,53425.00952,57932.71033,72158.86567,41579.86286,79535.13182,61397.46257,91414.46536,67333.7808,51333.74505,139187.5056,NA,NA,NA,NA,NA
134,281.0666857,281.0660051,281.0672593,850.0726625,849.8375648,850.2738643,11,5,6,0,0,0,NA,17427.02155,25063.14191,19854.60208,NA,8621.033,24667.22273,NA,NA,NA,18031.728,27209.51364,NA,26917.4179,19725.55575,42932.44219,NA,42621.12273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,165.0191343,165.0186494,165.0193995,791.4651182,790.783713,792.020823,19,5,4,2,8,0,NA,NA,89479.51965,NA,41346.21581,79307.94545,84807.17133,NA,NA,57380,NA,NA,NA,25255.32842,NA,23552.32867,NA,NA,26736.61558,32457.8985,38448.696,13451.6939,102587.0369,25514.95695,35306.54545,61884.84139,NA,NA,34937.79833,91720.77809,NA,NA,NA,NA,NA
136,681.3009023,681.2993361,681.3025358,721.3311314,721.0473111,721.6414557,32,9,9,4,10,0,43772.84091,83813.9781,51731.846,35268.79545,NA,40975.3344,53601.6624,77656.37675,93093.84857,134227.2625,27264.42419,20246.7408,36950.78435,NA,14039.69647,34149.20133,22565.57727,42792.58783,50682.91217,47838.69324,77942.6125,66734.5536,77856.28636,64054.44324,91882.36217,57065.936,143701.0216,56582.38882,123887.95,110951.1997,NA,NA,NA,NA,NA
137,315.2539414,315.2529896,315.2560182,1033.719457,1025.281295,1044.394016,36,8,8,4,10,5,103787.5663,NA,75027.78182,79586.58042,89064.106,100527.7801,86386.48278,93163.21567,NA,104828.8878,109557.5854,103065.9903,106211.9965,144342.4423,NA,117793.2671,127178.5936,137153.4217,NA,114054.9933,96116.18017,109724.3906,109373.6317,79337.41117,101749.5414,122804.2507,135132.7899,85783.89143,80100.00909,84673.61433,69135.043,53074.15667,96149.25,57291.44674,52684.69991
138,269.0697823,269.0674223,269.0703197,615.9102562,614.7985751,620.3373652,28,8,5,4,10,0,14989.13684,33696.40947,24827.088,8071.100174,NA,NA,15512.20952,21264.0819,21057.48124,26767.50433,4627.901429,5227.477333,13257.22819,2475.432571,NA,NA,NA,NA,15655.28236,NA,20817.93429,20374.90592,25485.31145,31487.72619,157508.7864,36072.3792,41396.38278,30024.972,45822.35867,57048.54496,NA,NA,NA,NA,NA
139,373.1172216,373.1159845,373.1178081,585.5533991,584.973971,585.9605922,32,10,8,4,10,0,28629.744,65201.38581,38758.95455,10208.97273,12309.05365,20313.44429,20075.06778,45948.52145,42322.24952,47924.13078,10442.50925,NA,25892.3808,8828.15525,NA,14942.163,4225.4784,11322.07812,26549.21524,23342.28632,27970.00455,27517.69876,37552.14861,37339.5241,158395.5125,42586.95355,63667.8915,39321.1104,47928.5664,62446.34504,NA,NA,NA,NA,NA
140,577.2536543,577.251749,577.2544572,763.2115509,763.019874,763.5319023,33,9,10,4,10,0,64799.47096,101368.6405,NA,56136.52783,31517.18755,53428.60455,53803.69448,101481.8318,93433.32818,99826.584,34381.0896,27032.58,37964.64365,28278.9936,18951.96417,47017.265,29264.664,61708.20909,54251.67757,52422.33791,77109.52273,66903.61057,101953.0512,73504.241,83619.42591,65163.63486,126808.7482,62957.2944,88930.08783,151355.5364,NA,NA,NA,NA,NA
141,343.1186729,343.118457,343.1188909,858.3272844,857.9875835,858.4808369,7,2,5,0,0,0,50897.76626,NA,NA,NA,23993.527,NA,NA,NA,NA,NA,NA,41374.1328,NA,47996.31258,48230.77273,37588.86308,NA,26281.52133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,533.2275423,533.2261074,533.2312251,804.4902831,804.223649,809.235518,32,10,7,4,10,0,30471.141,71494.81276,59075.7024,34957.01127,12297.2745,32471.3101,36099.56958,54175.36818,88093.42983,137935.3226,17021.6126,NA,33731.04842,10245.2064,NA,25617.15,NA,30272.8319,52410.71978,40857.6899,51035.16933,73682.99524,63796.25142,52664.04,119477.4136,57056.04245,153885.3597,41817.75952,142896.2777,118641.6295,NA,NA,NA,NA,NA
143,383.2105766,383.2102601,383.2113709,983.1720896,982.7198955,983.6181478,4,1,0,0,0,3,NA,NA,NA,NA,NA,NA,146739.7342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509070.4974,385641.4848,364133.3318,NA
144,389.1119891,389.1111051,389.1128148,455.2433573,454.7679954,455.7446382,32,10,8,4,10,0,60570.882,113166.2636,60895.7181,14241.87245,18022.44,32999.48125,26084.52174,84372.32933,54046.4496,52436.742,12874.51326,14426.0688,25968.108,14278.4928,NA,23879.87971,NA,15845.34358,32524.3776,25159.3056,30708.8259,26937.70686,53781.65427,38297.31162,145528.9955,49815.31675,67157.76209,42050.06818,46482.22017,91611.58609,NA,NA,NA,NA,NA
145,689.3601342,689.3587697,689.3613649,691.4067222,690.8270749,691.8044436,34,10,10,4,10,0,25454.38925,100327.8318,60954.3792,47646.24008,17514.03316,60995.90835,56082.16722,85076.23267,42818.27767,89573.40067,33130.08636,20634.5568,43659.036,39038.778,22220.53364,22993.7136,27826.57019,58393.4208,39011.14781,46304.83113,84900.13183,78640.69825,106866.0824,43759.3728,89561.72455,72246.3999,117186.6123,68944.22114,98690.10157,130988.2061,NA,NA,NA,NA,NA
146,325.0926871,325.0916471,325.0935383,548.4230537,548.0126634,549.2066701,11,0,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11926.66617,32551.61667,60395.96067,35169.47362,125295.6818,100665.614,19593.68,60669.6235,30681.12052,38067.98192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,469.2113368,469.210122,469.2124998,1410.087809,1408.301195,1413.117041,24,9,8,4,3,0,224642.8282,203950.3164,116788.079,72480.22218,80599.00484,97984.83587,NA,187822.1469,101264.9837,54150.30862,106738.56,116546.7742,101881.8095,100936.9348,NA,147414.1315,NA,117746.9449,75688.75,98772.476,12793.1232,NA,31354.0656,NA,24827.30768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,469.2651533,469.2643506,469.2658551,650.595678,650.1706707,650.9519575,33,10,9,4,10,0,72910.56267,123044.3202,82381.66908,42940.96818,67870.72133,97832.9,57097.27565,119315.0043,77463.2747,66759.03272,49175.54427,20806.662,17630.21661,47479.20455,42466.8816,NA,23744.06364,51756.80322,54896.85933,40347.6433,38646.3792,39813.5395,101175.6819,32925.79227,29079.1847,39646.73657,79509.05443,32062.68226,43911.91948,78226.10258,NA,NA,NA,NA,NA
149,187.1166099,187.0973141,187.1172902,955.4566081,954.6744021,958.1252797,8,1,1,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.4272,NA,NA,NA,NA,NA,NA,1937.604545,NA,NA,NA,NA,886.8288,NA,NA,682.2816,1442.1264,2048.2176,728.6948,NA,NA,NA,NA,NA,NA,NA
150,361.1170646,361.1161613,361.1180246,391.2621342,390.4896939,392.9140091,32,10,9,4,9,0,98964.12292,94592.0976,59864.66383,14007.66248,51065.3701,32335.27727,17252.66209,121994.8943,70931.8896,54585.13162,33253.63182,62329.379,58757.95308,30542.57962,23594.76733,65034.3408,NA,27192.42748,51733.97273,27198.6,14783.27295,16116.75368,25361.74964,14769.54533,33453.20267,NA,27836.16364,30871.26364,22560.65552,30040.44539,NA,NA,NA,NA,NA
151,223.0610242,223.0604399,223.0615218,655.7152671,655.0574101,657.4470789,16,7,6,2,1,0,172587.2351,NA,112708.4722,55648.5072,52155.9117,37744.98939,31945.98835,72088.917,NA,NA,49740.23392,NA,NA,73828.21562,68663.3376,NA,NA,92520.04325,150941.6522,52459.00338,NA,NA,NA,NA,21091.47511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,459.2171617,459.2071075,459.2206459,789.2196227,785.9605607,791.1371357,3,1,0,2,0,0,NA,NA,NA,NA,NA,1473.0144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,621.1613204,621.1605332,621.1659138,943.0950828,942.5947077,949.5111476,17,7,7,2,0,0,211764.1468,NA,30660.73131,77295.97571,51175.9248,43993.63283,25417.07714,75190.425,NA,NA,49909.5168,113419.9582,NA,65148.21644,59421.648,129124.7307,30725.94062,80325.36485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,217.1079571,217.1074162,217.1081484,624.5607465,624.3003814,625.2154878,17,4,2,3,3,5,NA,2642.0625,NA,NA,3414.651,3665.928875,NA,NA,1358.202923,NA,NA,NA,3280.275,NA,NA,NA,4160.2704,NA,NA,NA,NA,6590.1264,NA,3930.869625,20427.38352,NA,NA,NA,NA,NA,11966.6976,14341.40836,34419.528,14174.09545,19388.20276
155,279.1447685,279.1438163,279.1456548,490.1798852,489.5722353,490.7395154,30,10,9,3,8,0,49398.14019,118511.5923,47213.72211,24757.83453,23765.05636,40949.82727,9492.979909,53300.22648,24582.11364,7748.320842,14979.88636,17483.65533,21771.661,24230.62038,19073.1539,21445.43182,10911.0144,19193.47273,27931.5918,NA,NA,10776.18095,35162.62174,NA,19171.75059,10276.4065,18392.15848,18708.21364,5744.325818,32371.41,NA,NA,NA,NA,NA
156,375.2113705,375.2045598,375.2181813,865.8109781,863.2024573,868.419499,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,353.1449641,353.1441045,353.1460063,491.3202858,490.5995178,491.7630425,31,10,10,4,7,0,75229.4608,124679.3662,76443.06364,19167.0336,36596.666,52180.84227,33204.13513,93849.24545,34881.19362,41878.8853,27096.3264,38483.32827,52215.05819,49865.22861,41950.0224,97690.82,28374.4032,58750.21227,81050.724,86388.9312,18358.96941,17056.56667,48148.93743,NA,26602.93432,NA,18641.4402,NA,9705.307263,14338.45156,NA,NA,NA,NA,NA
158,209.0453816,209.0447711,209.0461236,508.4854441,507.7720281,511.7388433,21,7,8,4,1,0,130071.1541,NA,43091.96818,NA,53859.0624,16165.21579,12423.18182,32684.26262,40871.688,NA,41201.60931,136611.3097,NA,97662.235,62392.1167,104747.8698,24808.68554,62026.00233,NA,35150.02467,NA,NA,NA,NA,12976.71829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,181.991523,181.9911443,181.9921758,318.6471452,315.2411695,324.720417,29,8,4,4,8,4,NA,30253.52583,20332.66295,62911.3056,NA,82725.62571,31532.21233,161270.9014,101441.4225,93773.80267,NA,98310.20089,60689.44131,NA,25263.6384,70359.56185,NA,NA,NA,NA,18435.3312,115769.6107,22043.24192,19831.02431,61151.676,NA,142525.91,NA,19682.76523,19443.217,NA,52515.97331,70004.20375,33548.61458,81116.45356
160,665.3060202,665.3043752,665.3070236,785.3196291,785.1034204,785.6244438,26,8,4,4,10,0,29760.79171,47631.16643,26735.92917,26961.91579,NA,30101.3856,NA,47646.67727,46124.32273,53626.9885,NA,NA,18916.65905,NA,NA,NA,NA,29647.70867,26086.62273,25568.51557,44880.66733,38961.10064,53007.24,41033.91248,47855.59717,36846.74545,75115.47229,33915.28636,51699.63764,85581.05717,NA,NA,NA,NA,NA
161,513.2816097,513.2807781,513.2829734,862.9072115,862.5791586,864.0875819,20,10,3,2,5,0,95748.34185,107024.6359,87874.49911,58707.792,46100.50297,105567.1948,121545.1406,94686.1344,97612.64772,175063.5744,44041.58911,NA,NA,NA,38368.05064,NA,NA,42886.33971,NA,NA,85937.28,NA,53142.4608,NA,NA,NA,40254.12414,31163.20489,56220.03531,NA,NA,NA,NA,NA,NA
162,587.3287243,587.3277276,587.3293975,660.5032582,660.2065721,661.2351878,13,4,3,2,4,0,NA,79651.764,64799.85295,NA,NA,42090.25276,NA,107001.9858,NA,NA,23748.09457,NA,NA,32906.7024,NA,NA,21268.06989,NA,NA,NA,NA,56277.936,NA,NA,NA,NA,83501.35913,32906.47562,NA,104752.1318,NA,NA,NA,NA,NA
163,112.9853855,112.9852241,112.9858423,1427.626448,1424.921893,1430.850682,9,3,1,0,5,0,179535.5274,NA,176428.253,199497.0279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227880.1369,NA,NA,NA,162831.24,196724.4931,NA,NA,165341.4048,205672.0319,NA,NA,243615.0596,NA,NA,NA,NA,NA,NA
164,486.2536594,486.2526156,486.2545942,819.1177854,817.246445,819.7732534,15,7,1,2,5,0,NA,46123.604,NA,54603.87675,NA,74602.04077,51435.384,100930.477,90451.7328,176258.3545,44131.4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,114963.0185,NA,54611.2263,NA,34777.8288,NA,NA,NA,95456.9616,32724.13586,NA,NA,NA,NA,NA
165,447.153889,447.1527322,447.1548546,552.2576209,551.8194629,552.7929882,34,10,10,4,10,0,43030.88182,96036.3447,49081.46422,19335.2016,28748.4207,45829.76482,34302.29165,69706.07233,49162.16818,39346.7881,20084.59643,15104.13767,29165.6911,13611.04305,13200.8448,33238.1953,10672.22817,22353.7487,24216.93474,31928.67125,42456.78019,20395.49842,76823.59852,36084.88182,87929.8992,62089.58644,40130.99545,45166.15909,33482.34924,47854.11443,NA,NA,NA,NA,NA
166,113.9890284,113.9874471,113.9893253,46.94614835,46.6201133,51.82854975,3,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.0864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,463.1488665,463.1479068,463.1499192,506.5861712,506.0553997,507.1241043,34,10,10,4,10,0,44783.69165,88010.97217,42527.631,12454.20467,31153.70683,25795.83833,16978.51625,94377.88964,50602.68327,60408.32017,18192.75455,27219.29367,34114.43583,21792.55178,13042.96818,30095.36017,10204.68311,20242.029,37139.7312,48819.27436,33518.61043,17032.54333,38303.20909,28706.84264,57472.02157,25090.02273,35899.78295,36787.608,27928.77565,33468.46364,NA,NA,NA,NA,NA
168,313.0960818,313.0952154,313.0965882,634.9684959,634.5104713,635.2779038,26,8,6,3,9,0,32576.04114,64922.3153,34266.438,NA,14347.57284,24309.62727,24767.25339,49927.20267,NA,35643.55825,10711.9584,NA,19234.68632,13234.46261,NA,NA,NA,17840.95364,23470.57809,24668.59545,30152.64091,23529.56567,NA,33250.21443,98697.03182,39338.75822,44360.16139,37678.40522,36525.55991,67872.78048,NA,NA,NA,NA,NA
169,440.2506208,440.2499704,440.2532418,712.5033125,711.7936704,713.5383502,3,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,441.2338418,441.2329459,441.2347723,599.1993981,598.728231,599.5632383,33,10,9,4,10,0,47722.31896,84489.82522,50479.81667,42558.36457,27836.2656,47223.38362,28923.30133,88792.11433,59485.88267,60638.6352,32776.74962,NA,29163.0985,34753.96225,26380.37513,27179.48633,20173.6,37925.7501,58199.00767,34108.5888,37112.6181,42235.78617,76958.97742,41545.26629,47287.70909,40266.65426,79319.0112,34050.9312,48721.855,83748.7719,NA,NA,NA,NA,NA
171,621.2796648,621.2782007,621.2810808,823.7858699,823.5153387,824.0917943,28,7,7,4,10,0,NA,38506.17209,35874.85455,20715.10552,NA,NA,20801.71965,34100.0921,45947.88504,84150.64367,13562.5776,NA,19832.07705,NA,NA,20523.64545,11785.41474,17830.82991,36706.81767,28707.6647,29317.41467,50505.38182,29743.807,23750.565,77289.83025,27672.96,80176.26904,20393.23636,96086.66425,82010.85533,NA,NA,NA,NA,NA
172,235.925775,235.9253877,235.9261761,1459.786659,1457.340284,1460.208518,7,0,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18322.78063,NA,NA,NA,NA,NA,NA,NA,24059.05789,NA,NA,NA,19493.73637,NA,NA,NA,37327.88694,NA,NA,10588.70229,NA,NA
173,851.5142582,851.5089434,851.519301,856.4485831,856.0332369,860.3906113,36,10,10,4,10,0,59268.87273,46095.49545,32547.34063,26220.59779,31659.40212,30779.93536,25501.91495,84241.52727,60617.57727,29075.2176,24088.0633,20415.71505,23837.12,23415.19495,14272.34147,43232.39067,11461.47368,35762.8128,26937.22137,30666.12819,15689.7312,25420.09827,38947.01818,2590.336,25041.86182,17742.7536,47911.64,20178.7872,19920.83438,52502.7,NA,NA,NA,NA,NA
174,231.1240948,231.1234503,231.1247129,664.6540434,664.3342659,665.0897123,9,1,2,0,3,3,1923.9792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440.9635,NA,NA,NA,NA,NA,NA,2545.036364,NA,NA,2893.581333,NA,NA,10955.81455,7813.441882,NA,NA,NA,NA,6130.9248,NA,19620.64156,NA,10538.69314
175,295.1395838,295.1378137,295.1404352,427.0645747,426.4505859,430.8612924,29,9,9,4,6,0,27175.88105,92383.82522,33369.65409,4985.032909,19270.86733,19977.8301,8261.895875,65511.78955,NA,14933.3887,10199.2952,20791.16543,20765.93182,NA,19240.4784,33764.97273,12708.63,18919.78178,29045.7024,20156.94943,NA,9853.223556,23686.54983,NA,20646.96567,NA,13845.67657,NA,3406.036,21369.09819,NA,NA,NA,NA,NA
176,245.1392852,245.1389706,245.1395238,720.2591014,719.8685584,720.4307063,10,3,6,0,1,0,NA,NA,NA,22546.04183,NA,NA,NA,24917.58261,34514.9376,NA,25637.01791,88321.50417,25984.32371,15405.5616,NA,NA,NA,NA,22946.352,35185.26038,NA,NA,39779.89448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,385.0927713,385.0921948,385.0934238,914.9598206,914.7559187,915.2874719,14,4,6,4,0,0,42003.76876,NA,16334.65742,36359.96243,33798.08448,NA,NA,NA,NA,NA,47018.7233,NA,NA,79721.928,52891.9248,65735.8416,24292.76833,111234.0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,279.0871804,279.0861444,279.0880816,861.4110103,860.9734304,861.6809761,16,7,1,3,5,0,NA,51319.33105,39848.54675,50952.11724,NA,33957.23124,NA,62321.7553,76927.40225,10829.03229,NA,NA,NA,10823.856,NA,NA,NA,NA,NA,NA,3669.045556,NA,62333.3568,NA,NA,18018.18638,14044.17474,NA,NA,7740.809091,NA,NA,NA,NA,NA
179,428.240278,428.2397395,428.240796,1028.065684,1026.370017,1033.039428,7,1,3,0,0,3,171667.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,128632.9749,NA,NA,NA,NA,NA,190078.7758,114760.6297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338997.2503,309287.935,NA,197255.5728,NA
180,627.3956292,627.3950531,627.3962053,872.6411286,872.1786502,873.103607,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,250.1447883,250.143949,250.1455107,1117.683629,1116.34039,1119.955925,35,10,10,4,10,1,50189.04811,33905.83529,32732.29059,20966.04463,70560.5472,43105.18284,50673.36267,57748.60316,51471.8137,63415.57895,39227.75158,58455.53182,26596.07011,28421.7648,44410.90676,65110.38433,32512.89737,32595.34267,57296.95412,49944.9345,30412.23467,18114.7824,39580.60141,28184.9568,27626.59375,16407.01571,44300.41947,27750.14125,30694.4352,30921.38118,NA,5106.875789,NA,NA,NA
182,353.1813553,353.1805757,353.1821152,545.2475652,544.6557432,545.5762209,33,10,10,4,9,0,48895.85909,82667.9568,39918.54343,30634.48833,27514.65219,35065.13305,20826.7488,83332.392,49684.3776,46041.98533,24849.22304,24019.03948,27173.17658,28870.61167,20093.51896,29715.24436,15674.42474,32281.35485,56341.53182,32483.53182,NA,33945.2256,64627.502,33199.2285,55084.25108,35226.92727,64704.02904,27084.62883,30451.20909,82218.98833,NA,NA,NA,NA,NA
183,408.2062279,408.2055746,408.2067162,985.350967,985.0709852,985.6839707,12,0,10,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9300.0336,30506.3616,23978.0112,36296.13209,95432.17138,61800.024,27160.85148,36089.41669,26977.10104,33445.04322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,249.0979699,249.0974264,249.0987477,738.708366,738.2858119,738.9997477,11,4,4,2,1,0,40918.67033,NA,20728.83505,NA,25209.35673,NA,NA,13663.09924,NA,NA,NA,38392.23708,NA,NA,NA,33304.8144,10865.28942,17273.63733,NA,NA,NA,1032.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,210.0773612,210.077037,210.0779615,736.5177528,735.9141516,737.1377256,7,2,1,2,2,0,1542.388105,2507.768308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.616,NA,NA,NA,1076.371692,NA,NA,877.9056,NA,NA,NA,NA,NA,NA,NA,NA
186,293.1030841,293.1021277,293.1036284,922.5265152,921.9135319,922.9244797,10,7,1,1,1,0,13354.5984,2436.72,NA,14876.80347,12589.2624,NA,NA,13869.45176,12637.32727,10075.09336,2505.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014.96375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,725.3272634,725.3254296,725.3285745,732.5243139,732.2844552,732.9288402,27,9,6,3,9,0,24011.05909,46382.1072,28996.16333,17110.35909,12892.27783,NA,28750.56208,42685.1568,55910.49545,76578.01617,13549.536,NA,20158.29633,11871.9744,NA,19977.11762,NA,NA,27746.93636,25168.9152,45272.896,38000.52273,35938.81271,34139.72727,51517.00876,NA,80890.7,31242.00181,67768.27391,64968.804,NA,NA,NA,NA,NA
188,192.9286942,192.9283572,192.9287662,45.31464629,43.90840474,46.26580826,18,4,3,3,3,5,NA,NA,NA,54383.21876,NA,NA,36896.0592,128229.2682,78158.32352,NA,NA,51810.6925,44861.0448,NA,NA,32870.11127,NA,NA,NA,NA,NA,79735.04,NA,NA,77432.73835,NA,115744.811,NA,NA,NA,50194.90517,73511.79231,93083.272,33926.26818,72544.67638
189,705.3549191,705.3533057,705.3560421,666.6810282,666.1625158,667.0774906,32,8,10,4,10,0,NA,61097.9475,20573.58267,19892.5584,7750.8288,20820.15455,22673.8512,29475.20311,NA,29266.98955,15762.97305,11994.52147,39304.23248,16930.22748,16744.94971,14788.07762,16822.08636,29606.4912,25545.84589,28589.82581,27184.804,28218.56,42567.28752,26788.8192,71984.88876,29331.80362,34804.12727,40465.25455,51587.7648,44204.99248,NA,NA,NA,NA,NA
